""	VerPN	VerNL	VerCL	VerMES
LRRC3	0.0506184205265667	0.200836974223656	-0.219256112680349	-0.0940990219292289
LCN2	-0.226957495002943	0.276209432891957	-0.152692994353637	0.254391109167035
LDHAL6B	0.38784100585628	-0.543713409381448	0.269682158785614	-0.0587106942644967
AL132989.2	0.231486654036854	-0.0945844848043602	0.0587400554330489	-0.216462237527701
OLAH	-0.0920719547334573	0.171190112821579	-0.215977401807879	0.106574063038969
AC073834.1	-0.162742248105603	0.210802288934171	-0.160455180908525	0.171943517265457
HIGD1B	0.123897509320875	-0.127694305629859	-0.141012749090471	-0.0221040437700241
AP003481.1	-0.0240826644300521	-0.0860251624143401	0.151441878596664	0.207952057816999
GLIPR1L1	0.240236975457391	-0.111840622378679	-0.183538750414952	-0.26963964477495
PRR15	-0.174074435047224	0.288690335135353	-0.0895515928656151	0.124687310920414
GPR83	-0.0190653557978632	0.17709269945808	-0.174838674635513	-0.0190031920425586
GALNT14	-0.0871515342640793	0.11232016138988	-0.0794778140060959	0.112336735295311
MARCH4	0.439556776842332	-0.217997363512397	-0.0384945827265031	-0.277340864362462
RXFP1	-0.146670406153504	0.17057933550472	-0.185841066264418	0.215189161697111
FO393415.1	0.254618275744851	0.0556785873220382	-0.0776182236055852	-0.241285335602056
USP17L1	0.302986029111636	-0.0899376707099811	-0.118845931794322	-0.160474211091508
AC009562.1	-0.020623373306906	0.0838877396905313	-0.102021767716219	0.0721652742213009
CLEC6A	-0.227174590772471	0.263991799124869	-0.155114711680381	0.27481973614855
OR2B6	-0.0785081822857212	0.12787204224773	-0.199953062701193	0.128061083449925
AC013451.2	-0.202040152656591	0.244374514934006	-0.198283956645941	0.212345245489848
LINC00581	0.227051921237769	0.0839972971046924	-0.267034091101526	-0.155152050230547
XACT	-0.151229892995524	0.202063566949923	-0.234183891145696	0.183548642546956
PRSS48	0.559378548918942	-0.4077790374913	0.0675228094904424	-0.349427167226129
BASP1-AS1	-0.203653816820301	0.210082095937751	-0.160425322414075	0.289281044690282
ZNF728	0.15869931773354	-0.10034874157823	-0.0975555300333775	-0.0616235053028461
LINC00221	-0.117608683228672	0.174314372763526	-0.222748919869664	0.184423501358164
AC114810.1	-0.0927440854556375	0.264794011237692	-0.142203788656512	-0.018365691225421
TTC39C-AS1	-0.152484013525532	0.27615636761268	-0.180674733354038	0.111345983166885
AC011477.4	0.0854817665487174	0.101655218665867	-0.0810942094047696	-0.0746609841028224
NODAL	-0.284655873787154	0.324512003133518	-0.21477700146531	0.251507220784073
COL3A1	-0.267318274718717	0.319842677841141	-0.237106124161778	0.231608697552529
ENPEP	-0.267318274718717	0.319842677841141	-0.237106124161778	0.231608697552529
AC116351.2	-0.267318274718717	0.319842677841141	-0.237106124161778	0.231608697552529
FOXL1	-0.267318274718717	0.319842677841141	-0.237106124161778	0.231608697552529
COL1A2	-0.175378232816365	0.285441881470841	-0.118556871952525	0.146183381282374
AP001136.1	0.141877950589321	0.162070679236731	-0.12433207136084	-0.20960549746038
LINC01498	-0.04294968571371	0.062938133595134	-0.146997556592065	0.0899649403082879
AL031733.2	-0.139678394375963	0.103175827932707	-0.0549187397394542	0.254498517854039
AC084816.1	0.181917858335446	-0.126388556646988	-0.0246498480861826	-0.0834698991043495
AC004837.3	-0.284985833794917	0.343340966633088	-0.223440068746694	0.246069476674052
OVCH1-AS1	0.254578709154487	-0.0586643371419688	-0.121343682225664	-0.269318812717293
ARSD-AS1	0.132606361102219	-0.0240952964245732	-0.0576628743973593	-0.0141069149812344
AP000911.2	-0.021548214903625	0.14544768358921	-0.163892652858963	-0.0867249962660375
DCDC2B	0.221330145283319	0.00398537546773279	-0.0137972054091201	-0.153266246541786
LINC01915	0.196620116162709	-0.0983509111747193	-0.0644411010048489	-0.113716711359737
AC104088.1	-0.256050387861906	0.298186507262863	-0.168794684439927	0.265339496660152
LINC02346	-0.256050387861906	0.298186507262863	-0.168794684439927	0.265339496660152
LINC01743	-0.205287202582114	0.421951289785909	-0.205411897847359	0.0472430483541641
DCN	-0.103609625951241	0.131925479693516	-0.191094067462404	0.209753300609236
HS3ST2	-0.0580872212196693	0.196281137085886	-0.0960257535934011	0.0668633972373641
