""	PC1	PC2
AL627309.1	-0.00223352823254762	0.00291107677012092
AL627309.5	-0.00316061163101172	-0.00984019520257229
AP006222.2	-0.00208237249301829	0.00828435689910888
AL732372.1	-0.00398806087355288	0.00759625698065294
AL669831.2	0.00181712223846717	-0.0032550836417182
LINC01409	-0.00670993792740009	-0.00288050663624018
FAM87B	0.0022874831283197	-0.00669079066483837
LINC01128	-0.0078165146440558	-0.00486275314702906
LINC00115	-0.0053806143486608	-0.00251319835841257
FAM41C	-0.00030091002577101	-0.00381598363002924
AL645608.6	-0.000945477221263094	0.0102965126582212
AL645608.2	-0.0064394731668819	-0.00187162298227814
AL645608.4	-0.00509874160667963	-0.00132866567295839
LINC02593	-0.00291450670932672	0.00268352805434228
SAMD11	-0.00437293493493377	-0.00137992385008378
NOC2L	-0.00894195726668475	0.00527238192356277
KLHL17	-0.00545655952430714	0.00822183400235224
AL645608.7	-0.00415813331127933	-0.0096660420175632
HES4	-0.00727036163103523	-0.00561817064221813
ISG15	-0.00797063791979858	0.00227906845186471
AGRN	-0.00872265397158125	0.00729211723718002
AL645608.8	-0.000439139588579321	-0.00836459820484805
C1orf159	-0.00717770116073888	0.00418912383981588
AL390719.2	0.00133597114774041	-0.0041770610131906
TTLL10	-0.00487518092604911	-0.00344160965537182
TNFRSF18	-0.000365892685047869	0.00769106693545309
TNFRSF4	-0.00105047388169777	-0.00206322261698116
SDF4	-0.00900366778488926	0.00567792437640991
B3GALT6	-0.00864897128214446	0.0062887356618466
C1QTNF12	-0.00161673813421547	-0.0057408477568158
AL162741.1	0.00228374968896322	0.000296992439879037
UBE2J2	-0.00875197555923323	0.00582099998563227
LINC01786	-0.00619041978575419	-0.00203349180604842
SCNN1D	-0.00501169107792254	0.00806214162301481
ACAP3	-0.00940418845907435	0.00032718183661946
PUSL1	-0.00797068186442054	0.0042597423359512
INTS11	-0.00801741822975898	0.00983240886683108
CPTP	-0.00807025742080003	0.00477638067085591
TAS1R3	-0.00479962386360395	-0.00337343630271861
DVL1	-0.00836447159193826	0.00555698100846
MXRA8	-0.00451690696730875	0.0109016093196529
AURKAIP1	-0.00879832275864786	0.00786216195387961
CCNL2	-0.00868142404620974	-0.00567944166183408
MRPL20-AS1	-0.00871072815266679	-0.00185765516600476
MRPL20	-0.00880996042801089	0.00793040882663602
AL391244.2	-0.00328683136061205	-0.00302081919560418
ANKRD65	-0.00701071507503167	0.00441411193989839
AL391244.1	9.68911988457582e-05	-0.00159027999572998
TMEM88B	0.0016632697047101	-0.00125780688268776
VWA1	-0.00224838858359239	-0.0163975527240873
ATAD3C	-0.00585077044207121	-0.0105452250760726
ATAD3B	-0.00632476672901561	0.00375674172909373
ATAD3A	-0.00839398378075696	0.00316060554456028
TMEM240	-0.00798491571761906	0.00105200330230992
SSU72	-0.00882248875794147	0.00435141168961691
AL645728.1	-0.00236543369624614	-0.00183341009133213
FNDC10	-0.00690887509056366	0.0119476690701945
AL691432.4	-0.00340443019178415	0.0036994065377311
AL691432.2	-0.00830466229923264	0.000451560559784858
MIB2	-0.00877673495080042	0.0028508918111187
MMP23B	-0.00386433057209714	0.0143641663416226
CDK11B	-0.00897628888292413	0.00102667770759346
FO704657.1	-0.00450529363084394	-0.00352128993203856
SLC35E2B	-0.00887995897233973	-0.00118877357480497
CDK11A	-0.00772165950406365	-0.00235712469773449
SLC35E2A	-0.00922545844117953	-0.000907797783279626
NADK	-0.00743741646632307	-0.00122825437160981
GNB1	-0.0093426036936735	0.00115884507658824
AL109917.1	-0.00419629362561365	0.00378803760422066
TMEM52	0.000238267543110532	-0.00179671477636321
CFAP74	0.000658535543569558	0.00689658352502908
AL391845.2	-0.00304911617575713	0.0041533025348792
GABRD	-0.00124198203434234	-0.00155877859796225
PRKCZ	-0.00857430719256115	0.00734809502660548
AL590822.2	-0.00638075637726343	-0.00217412392967807
PRKCZ-AS1	4.60359766691941e-05	0.00337642552389375
FAAP20	-0.00876465755755926	0.00598795355434233
SKI	-0.00872854543136764	-0.00365163028224325
AL590822.3	0.00207285462216743	-0.000902647055204515
MORN1	-0.00475148514527057	-0.00748636094952216
AL513477.2	-0.0020160998564854	-0.000644910282088408
RER1	-0.00920899705166556	0.00299323852324952
PEX10	-0.00825578504815602	0.0085111812136266
PLCH2	-0.00798035349638007	0.00907774987001961
AL139246.1	-0.00356460036658231	0.00353694342167767
PANK4	-0.00826794293567605	0.00399936738851978
HES5	-0.00423098454125834	0.00291416635789221
AL139246.5	-0.00109764532760314	-0.00129844915629953
TNFRSF14-AS1	0.00252973785356922	-0.0119320489833173
TNFRSF14	-0.00103545052384913	-0.0150016569582453
AL139246.3	0.00109318491974696	-0.00521771612429455
PRXL2B	-0.00850756355173754	0.004845566249637
MMEL1	-0.00014748948221218	0.00122826728182955
AL831784.1	0.00012338442398469	-0.0109645587311173
TTC34	-0.00264863862415804	-0.00134330228115845
PRDM16-DT	0.00187300101815102	-0.00421648333496667
PRDM16	-0.00288186035757044	0.00283442355067826
AL354743.1	-8.59034775068906e-05	0.00844950080329845
ARHGEF16	-0.00328896541950732	0.00489425999541724
MEGF6	-0.0020216692407208	0.000943250889059662
AL513320.1	-0.00174004950966681	-0.00672152105234759
TPRG1L	-0.00500677015442105	-0.00311983934079929
WRAP73	-0.00841027325579372	-0.00259337542813066
TP73	-0.0048916663430311	0.00104669856436602
AL136528.2	0.00276722146771809	-0.00269291327728098
CCDC27	-0.00108844518133795	0.00654323262034935
SMIM1	0.000436901966328565	-0.00798980029242833
LRRC47	-0.00863364703998088	0.00517841021887996
AL365330.1	-0.00248744013957963	-0.0124032302817144
CEP104	-0.00843777653671693	0.003086470027313
DFFB	-0.00498655490059846	0.000496319789919429
C1orf174	-0.0082321093515071	0.000374919311671621
LINC01134	-0.00270748053461679	-0.00225125258131653
LINC01346	-0.0058493472999324	0.00593452540465615
AJAP1	-0.00504982236930927	0.00752359782308267
Z98259.3	0.000542940209785003	-0.0135089846278508
NPHP4	-0.00775317889520223	-0.000621581817126282
KCNAB2	-0.00687395328018841	0.00816085180690237
CHD5	-0.00404145160990519	-0.011141107255424
RPL22	-0.00911803342777158	0.00477653335477918
AL031847.1	0.00140252802545576	-6.79655981671554e-05
