""	MES	NPC	OPC	AC
CDH20	-0.250824694700134	0.670969256157346	0.689647280069636	0.508479329010784
LINC01748	-0.392392365147219	0.698277440727256	0.687309030599283	0.484464066441
AP003392.6	-0.22602540914056	0.409367014379105	0.473399651672229	0.450594274351518
AC073957.3	-0.34834752286125	0.522249696900244	0.501478520151695	0.316082651453149
AL023806.1	-0.298379194567687	0.596670219573484	0.64450002392535	0.392262540585223
AC108047.1	-0.388532221098366	0.455161942643662	0.314953636413271	0.143201970993596
SUSD4	-0.203087121889532	0.471868458067237	0.433867292127584	0.319201151240367
CLVS2	-0.248075127444933	0.469891248012712	0.494168393451106	0.34390447767821
AC064807.4	-0.418599281301587	0.592452630489811	0.565972854231341	0.47667146555156
SLC12A5-AS1	-0.517215279667592	0.625017839854806	0.556250062773996	0.53129260241378
TEX15	-0.490100206425241	0.643709388717193	0.543084165191722	0.331340971141787
RBM44	-0.207559761835708	0.377155090311256	0.286177277758999	0.0807674173653473
COL20A1	-0.291773771430949	0.639127082638936	0.593151121676434	0.472108076217347
AL135905.1	-0.188321274005159	0.157273654432342	0.161689724793169	0.10300430921107
AL590723.1	-0.414534417488844	0.542204673578961	0.400610170118254	0.00826675033208273
A2ML1	-0.241970302939194	0.280309352478937	0.482301252939203	0.564593561205076
AC098850.1	-0.0930827333621956	0.47395505461225	0.440835415820665	0.293538663565763
AL391262.1	-0.510089073416376	0.559647871235658	0.44425933028063	0.0976722076320522
ZDHHC22	-0.608600744209584	0.751499307579226	0.595929517273615	0.455813245396905
AC004947.1	-0.404023080700628	0.59904652250697	0.666382959428364	0.455588800673051
MYT1L	-0.0640054970168849	0.260852711955447	0.330076586373353	0.252724818695264
AL138831.2	-0.318968777238816	0.194511470158523	0.0505009752497062	-0.264808796860095
AL356275.1	-0.0220967115822008	0.0983150715012941	0.207323589213151	0.287790985952586
AC010889.1	-0.389564723965817	0.548801656497013	0.409791514890617	0.18748944329848
LINC00606	-0.215813573341876	0.572411908167774	0.728029905364838	0.642835477642012
SYT3	-0.367733332709387	0.552800394457121	0.560106133654486	0.514681814143472
WARS2-IT1	-0.492566563636873	0.480414379570422	0.41926887884584	0.331271858039851
AC090403.1	-0.385519307215935	0.54210818616716	0.425571197862712	0.225699417555084
AC004852.2	-0.667569187282672	0.806701246723413	0.649375397947201	0.447052323173718
SAMMSON	-0.279876435403942	0.347132398929932	0.325876809862923	0.242443355475948
AC130343.2	-0.28213653269659	0.42433472898435	0.358464818926592	0.18796664142794
FAM83F	-0.240681991500967	0.586585903615482	0.486483862178486	0.370958598962744
HBA1	-0.0542115901724151	0.210698549955323	0.127905423283318	-0.00731711451878361
MAP3K20-AS1	-0.317085433547855	0.599297531841736	0.50677136916392	0.42119438025904
ALX1	-0.349302206375954	0.598891007683147	0.584689947062399	0.462890665634654
AL031056.1	-0.180619355175773	0.326148133714709	0.338870396674044	0.157880024173733
ZNF80	-0.283262021872857	0.374227876778417	0.177133527996324	-0.149324389506814
LINC01857	-0.431676142569302	0.39743244418352	0.213835326401278	-0.115421602519564
LINC01372	-0.164307528165668	0.474245237150821	0.525381526275724	0.314276139136547
POU4F1	-0.503172591099173	0.591382883203066	0.490535035383112	0.378636927586748
AL360268.1	-0.476867080662704	0.316420232986098	0.203031818410147	-0.0421755661922297
ARAP1-AS2	-0.16194993457973	0.350708007961473	0.278237839252548	0.217887670647509
AP001267.2	-0.42967016958174	0.571761512349584	0.465487857765735	0.284189998366673
AC090061.1	-0.394623311573864	0.552208105234106	0.418229560283451	0.298731170501326
AL035530.2	-0.124698881928668	0.089911769529799	-0.0696648751917643	-0.424493907868425
SLC6A4	0.0252686884223671	0.295738262561243	0.295093475896159	0.0943996592603386
LRP5L	-0.238059608004889	0.246860505031323	0.164908310600505	0.0614347264904964
AL357568.1	-0.423229037753119	0.377124584829101	0.309375454100559	0.110350289132559
PCDHGA11	-0.0966240041291417	0.370921455782077	0.477558567344405	0.585292439598981
AL645937.4	-0.393741507565813	0.627774367800472	0.559713873532149	0.359142345171409
