""	VerPN	VerNL	VerCL	VerMES
PI4K2B	-0.543675315352854	0.335843754359242	-0.734940592499149	0.420181199400128
ANKRD65	-0.286573920228484	0.57991730313953	-0.336216646567276	-0.109815727961571
HOXB7	-0.413751065221467	0.538714554533292	-0.407655285255037	-0.0182873398992914
SEC22A	0.0180519004868336	0.174501704706058	-0.117337353164419	-0.116585190644134
CAMKK1	-0.767957933210714	-0.173749542185774	-0.847687160360896	0.929672875071932
RELL1	-0.323308270676692	0.494736842105263	-0.150375939849624	-0.0496240601503759
RUNDC3A	-0.243020598230426	0.51924898006998	-0.316983388996208	-0.113963075567684
PF4V1	-0.595941033600214	0.723642683657402	-0.253826736533424	-0.0709453611428826
MAB21L2	-0.595941033600214	0.723642683657402	-0.253826736533424	-0.0709453611428826
C1QTNF9B	-0.595941033600214	0.723642683657402	-0.253826736533424	-0.0709453611428826
GLUD2	-0.595941033600214	0.723642683657402	-0.253826736533424	-0.0709453611428826
HIST1H2AE	-0.322289522120528	0.430723380030239	-0.240964128688245	-0.0557229547591568
SLX1A	-0.71244428357656	0.645390703945825	-0.544810334499722	0.187445233967737
RAPGEF4	-0.228571428571429	0.553383458646617	-0.299248120300752	-0.0631578947368421
TTC30A	-0.290311520901251	0.468613084919341	-0.352793265557163	-0.0838169745384188
HCRT	-0.517784877303839	0.636091807726378	-0.379504049537235	-0.0153645364185116
HDAC2-AS2	-0.527109031505537	0.740964695716355	-0.269578618969975	0.042168722520443
MMP28	-0.340601705624302	0.557001894432583	-0.346697485590732	-0.0746733045887731
NIPAL3	0.00601503759398496	0.228571428571429	-0.430075187969925	0.00601503759398496
NXNL2	-0.600670724343072	0.766209900343132	-0.250673609371518	-0.0835578697905061
AC011139.1	-0.705263157894737	0.487218045112782	-0.663157894736842	0.359398496240602
AC092691.1	-0.0693394971181465	0.166871976581034	-0.485376479827025	0.0502901847230513
CCDC13-AS1	-0.66728032880326	0.750399065918451	-0.503373286454613	0.111083919696003
STXBP5-AS1	-0.103033259720446	0.187884179490224	-0.492438373663894	0.0666685798191118
CENPK	-0.501347218743037	0.78670522689552	-0.222295464914365	-0.178151684647683
EGLN3	-0.230075187969925	0.545864661654135	-0.279699248120301	-0.117293233082707
KYAT1	-0.547928429550589	0.765288467719417	-0.133585856791259	-0.136604746210271
MED20	-0.328410145691441	0.508235654701139	-0.357365100531986	-0.0777211945719883
TMLHE	-0.454135338345865	0.84812030075188	-0.160902255639098	-0.219548872180451
STBD1	-0.603823851504978	0.819813062095532	-0.383104950171566	-0.0236484537142942
APOL3	-0.394578760727002	0.484940308985094	-0.298193109251704	-0.022590387064523
TMEM185A	-0.197818742834885	0.396389648190055	-0.262504719579372	-0.0857465273124597
LINC00266-1	-0.191255096446756	0.342125650615909	-0.541762444516507	0.0304788998321523
BCL2L2	-0.515231326395043	0.712297906709644	-0.394885323149486	-0.0240692006491115
SH3PXD2A	-0.0287887049218892	0.163641059556002	-0.465164863737894	0.080305334782112
AC096564.1	-0.541353383458647	0.795488721804511	-0.421052631578947	-0.0120300751879699
PHLDA3	-0.201503759398496	0.390977443609023	-0.494736842105263	0.0481203007518797
DNMBP	-0.0845289037323222	0.138868913274529	-0.460380636399255	0.0792458472490521
NFYA	-0.314285714285714	0.359398496240602	-0.275187969924812	0.0165413533834586
ASPDH	-0.345173540599125	0.35431721054877	-0.517379324650785	0.0960085344712797
ZNF444	-0.264661654135338	0.490225563909775	-0.326315789473684	-0.0721804511278195
FRMD5	-0.342643949057806	0.25962449003499	-0.532833982455531	0.181888087495443
COX7A1	-0.18820720646354	0.299455190850896	-0.630151254029749	0.137155049244685
CDR1	-0.576813179323482	0.649962538920647	-0.427466570145936	0.0502901847230513
ARHGAP9	-0.517293233082707	0.487218045112782	-0.398496240601504	0.145864661654135
WDR53	-0.298493414190114	0.522742273581672	-0.351525239046226	-0.107578844708112
RPARP-AS1	-0.353040434042115	0.0424254598848893	-0.672746578174674	0.362131604017448
EIF1AD	-0.42406015037594	0.622556390977444	-0.393984962406015	-0.0105263157894737
EAF2	-0.392481203007519	0.616541353383459	-0.443609022556391	-0.0195488721804511
SELL	-0.831842052743009	0.196975349465558	-0.71971762304723	0.601532413367895
