""	NefMES	NefAC	NefOPC	NefNPC
KTN1	-0.122407218961364	-0.242015319093444	0.570038451761216	0.307520093368748
NCOR1	-0.100818410229412	-0.227616620876071	0.552688885327036	0.276219086249012
PTP4A2	-0.121718432548588	-0.235836053348934	0.571557958649113	0.297844866526382
SON	-0.0934804194393882	-0.199407209797123	0.527836022909266	0.261398062175862
EIF5	-0.18028235040331	-0.300801282177008	0.614209789054308	0.351011813762376
SRRM2	-0.220206315165523	-0.330032347373943	0.636847017215871	0.392533697090628
SPTAN1	-0.184583831547083	-0.280687977458894	0.615417431336896	0.366598476178291
MLEC	-0.100588583833194	-0.232902776910337	0.558057742541991	0.272088673370537
UBXN4	-0.178744014778581	-0.259003030637619	0.577305101356838	0.337217398858055
SF3B2	-0.202438903746611	-0.309704567561429	0.625067201915282	0.369036723642362
SYT11	-0.112262930412597	-0.209352619440782	0.557842258763477	0.284275574221833
HSPD1	-0.104555031172693	-0.225929154653743	0.550535898946938	0.268264231575531
DYNC1LI2	-0.203485178831224	-0.304442465013086	0.615679598048508	0.382953720772574
SMARCC2	-0.230970320064116	-0.315158156745679	0.640024279497398	0.398886383785509
MPHOSPH8	-0.172589409272266	-0.290151653242972	0.604101816205891	0.349540245427852
CNBP	-0.123449049195944	-0.251261987302462	0.569710126801173	0.282119945136357
GSPT1	-0.164969426678201	-0.266626107790636	0.588828102178256	0.314101425351732
HDLBP	-0.101356876900549	-0.206000747503311	0.545650173772714	0.270121091983398
SLTM	-0.215768767912877	-0.326327480269777	0.633577142500394	0.389598913143285
UBE2B	-0.183340268363696	-0.319497693677714	0.62001765033431	0.34816714086608
UBE2D3	-0.209039889383238	-0.338921885314105	0.647613759262742	0.382042415680281
PURA	-0.0592679514948247	-0.145491060463964	0.48550417736631	0.220508343296183
DHX9	-0.198883890766828	-0.31047966921508	0.624710626170957	0.381035233178488
EPRS	-0.127315464009246	-0.256190132164873	0.568754095481202	0.304137145628479
SEPTIN2	-0.19742269619798	-0.28143916048699	0.618553512557353	0.354049790524521
DYNC1H1	-0.205126898477898	-0.304951389247704	0.635483494511844	0.379488203077543
CIAO1	-0.215357526298805	-0.322769952120714	0.630951534567205	0.374497347479653
LRRC58	-0.190385142600678	-0.288687773811116	0.621747529854283	0.370784803459199
IK	-0.169737479444081	-0.286535644342315	0.58911265909817	0.331660327379746
VPS35	-0.129100476494852	-0.242083005758628	0.545852994224077	0.290313753602908
SNX6	-0.20898057175725	-0.328965368164083	0.643477053817047	0.382866592352579
ZC3H13	-0.240223020529044	-0.333327469267881	0.644847002402168	0.408746726498724
TAF7	-0.256077339673802	-0.350397541701656	0.652014971770897	0.415111046901839
COMMD2	-0.165897511734802	-0.279219713833466	0.600732138966608	0.333411893244768
YWHAE	-0.218480953146227	-0.31871198978223	0.622069864920181	0.360637885231612
UBE2V1	-0.176991357697588	-0.277174835305532	0.598063802464999	0.336205763192961
GNB1	-0.228522592939181	-0.334449183621159	0.654225352322786	0.398920939753875
ARID1A	-0.205161852561804	-0.311379069945976	0.629793915936924	0.383306342151622
NUMA1	-0.139171310479111	-0.255414213035702	0.588996164986439	0.317607041837902
DDX42	-0.149203867518452	-0.265437565198445	0.569937857009711	0.313956122232562
DDX24	-0.253580401445289	-0.369038702325799	0.650701497351208	0.41751580219338
EIF4G2	-0.249758256858002	-0.361849938370475	0.675417973136892	0.416054431519683
CBX5	-0.30074548045033	-0.381346262445699	0.685603860486346	0.445551978319421
MAPT	-0.189513077556885	-0.303872895795072	0.632273789690154	0.360725734138513
USP16	-0.0647763178037946	-0.168127359432178	0.51336657025034	0.247337357158385
ZNF148	-0.136122513451986	-0.217550607267679	0.552623075006045	0.304118903146332
THRAP3	-0.206067113270374	-0.340309270590283	0.63210073273768	0.376529166432494
RTN3	-0.27617564079605	-0.371979479525659	0.686565987926095	0.442494827676459
HNRNPC	-0.296997672870069	-0.39428195720781	0.689514459898049	0.443349557612088
USP9X	-0.0870481764563516	-0.203485195821301	0.529872926840452	0.255235378962578
