""	MES	NPC	OPC	AC
RIPOR1	0.5	0.5	0.5	1
CHKA	0.5	0.5	0.5	1
SLC9A4	0.5	0.5	0.5	1
CD36	0.5	0.5	0.5	1
ZNF235	0.5	0.5	0.5	1
BEX4	0.5	0.5	0.5	1
CAB39L	0.5	0.5	0.5	1
GMPPA	0.5	0.5	0.5	1
PTPRE	0.5	0.5	0.5	1
FRAT2	0.5	0.5	0.5	1
SLC37A3	0.5	0.5	0.5	1
WASHC5	0.5	0.5	0.5	1
TMEM63A	0.5	0.5	0.5	1
PLK3	0.5	0.5	0.5	1
ZNF319	0.5	0.5	0.5	1
CHID1	0.5	0.5	0.5	1
TET3	0.5	0.5	0.5	1
CXCL8	0.5	0.5	0.5	1
AC016831.7	0.5	0.5	0.5	1
BACH1	0.5	0.5	0.5	1
MAP3K6	0.5	0.5	0.5	1
NTPCR	0.5	0.5	0.5	1
MKLN1	0.5	0.5	0.5	1
ARIH1	0.5	0.5	0.5	1
KLF6	0.5	0.5	0.5	1
SIRT2	0.5	0.5	0.5	1
TRIM66	0.5	0.5	0.5	1
GALK2	0.5	0.5	0.5	1
CACNB4	0.5	0.5	0.5	1
AL158196.1	0.5	0.5	0.5	1
AL355073.2	0.5	0.5	0.5	1
MARK3	0.5	0.5	0.5	1
RPUSD4	0.5	0.5	0.5	1
DYNLT3	0.5	0.5	0.5	1
ZDHHC8	0.5	0.5	0.5	1
AC105277.1	0.5	0.5	0.5	1
THRA	0.5	0.5	0.5	1
TPST2	0.5	0.5	0.5	1
ZBTB48	0.5	0.5	0.5	1
KLHL18	0.5	0.5	0.5	1
TMEM62	0.5	0.5	0.5	1
PUM2	0.5	0.5	0.5	1
STT3A	0.5	0.5	0.5	1
AGBL3	0.5	0.5	0.5	1
TAB2	0.5	0.5	0.5	1
KIF1C	0.5	0.5	0.5	1
DNM2	0.5	0.5	0.5	1
GAB2	0.5	0.5	0.5	1
ESCO1	0.5	0.5	0.5	1
RSRP1	0.5	0.5	0.5	1
