""	NefMES	NefAC	NefOPC	NefNPC
SRRM2	0.238846235525884	0.0565732048207839	-0.219603615080799	-0.0231518166581085
SSR1	0.212739472465953	0.0474339991921436	-0.224632519316664	-0.00315818640012745
PRRC2C	0.220517386783673	0.00162428970480805	-0.164526501218417	0.0487492449650614
CSNK1A1	0.24336503106847	-0.00596876147970127	-0.202389742770788	0.0255936512850727
RSRC2	0.174960054678249	-0.0369840417546462	-0.170157795357351	0.0882402979791757
REEP3	0.228140553421975	0.010270253350978	-0.222006407111464	-0.00061998762208817
YWHAZ	0.260923572792603	-0.0763944092733228	-0.231205849795357	0.036373847802319
ST13	0.171002818086387	0.0504359951803704	-0.178806704544421	0.0716120092444473
MORF4L1	0.181445826874692	0.0497421552677927	-0.225354937364056	0.0322097713469604
GGNBP2	0.205317830466489	0.00199789927956642	-0.227711167832119	0.00786477143590044
EPRS	0.178252715809376	0.0341527080433785	-0.193793671815274	0.0511626717789182
DDX24	0.162350848880964	-0.0168658802314444	-0.167423046185165	0.084833509401497
TOP1	0.217174171671557	-0.0269718331326885	-0.24229591733993	0.0520268583925726
UBXN4	0.178181117706893	0.00184346216668814	-0.16250456724096	0.0663145356848653
ARID4B	0.20953789566264	0.0165364728326198	-0.146459918634736	0.0495427601931896
C11orf58	0.1580528437928	0.0249983792994681	-0.177715641148461	0.0744841037697398
DHX36	0.170033035238252	-0.0193565856832696	-0.154527727498194	0.0871614322545126
USP14	0.1859258854043	-0.00298830553641048	-0.164868186445423	0.0710945622561642
MIER1	0.209692563193059	-0.082225710201143	-0.206574066847679	0.0910573802308753
TAX1BP1	0.171815994800194	0.0787770337926971	-0.184623263108447	0.0267614573591841
ENY2	0.207607867697227	0.0243732721674873	-0.274246045823794	-0.0198492618619742
LMAN1	0.201961150322576	0.0834015511983221	-0.220228647077785	-0.0317016567084955
EIF4G2	0.221796334376023	-0.0378071820485931	-0.240677979431564	0.0476931415579367
PDIA3	0.1665155110817	-0.0126092367374495	-0.242746379794679	0.0573623075527837
PPP2R2A	0.181973312482305	-0.00638016131004036	-0.180213219396182	0.0599017736869711
VCP	0.189279504858321	-0.0350001635415392	-0.230268792712535	0.0391139519436287
PPIG	0.175709212379271	-0.00401867609057997	-0.201656619821913	0.0619482933819687
PPP2CA	0.180912861079286	-0.0190739251912689	-0.137577565451933	0.12579014709141
CLINT1	0.261653820339222	-0.0138915757242423	-0.247563966169509	-0.0244371612486635
DDX6	0.240383979226021	-0.0771003066017519	-0.169282107365806	0.0842035382189216
IFNAR1	0.160292717768919	0.0513763483839586	-0.168752547861732	0.0597867097710697
KTN1	0.15311032053085	0.0471601300440645	-0.196323815605595	0.0489620455837556
VAPA	0.150402481597346	0.0851224505093244	-0.208483316333398	0.0201422515605878
TCF25	0.215082563324579	-0.0502500795460089	-0.237449762854125	0.0175146415576933
DDX5	0.255961653472944	-0.115706819680668	-0.204057763788662	0.0611837870844885
PSMD1	0.152494650987316	-0.00375955936862556	-0.196709878334815	0.0757523716128283
STAG2	0.163871661105107	0.0180768214832435	-0.159618672073253	0.092029963365043
NARS	0.145937425958449	0.084432537897963	-0.179783836129751	0.0559016269942539
RAB1A	0.181445821865379	0.0954013549434663	-0.248786073188668	-0.0185716566597547
SF3B1	0.2418393698299	-0.0552663352293279	-0.18489961687774	0.0507277582289629
CANX	0.21495107889206	0.0366288113484622	-0.262635916432242	-0.0175323144133877
HP1BP3	0.155362206838162	0.0980290550810844	-0.192405095312698	0.015321268847521
PDIA6	0.152235013315041	0.0285950758911264	-0.262238888317274	0.0156092542426089
C5orf24	0.157875639365783	0.0767058432579078	-0.177870509063402	0.0432460990389544
UBE2V1	0.165641932078678	0.0572637085310529	-0.215985864320361	0.0438752637221628
AKIRIN1	0.180601216725421	0.0924182039899021	-0.224935322257612	-0.0216916971426166
SPCS3	0.152512088403865	-0.0482547800997732	-0.192180998694676	0.0440166615956564
ABCF1	0.144436530760506	0.0431628186724733	-0.230992297780807	0.044379771655384
PHF20L1	0.228338526458304	0.0190781730885027	-0.178884639433172	0.0154952222451523
SON	0.167734677539577	0.0648089408158043	-0.180786665489814	-0.00170416822767293
