""	MES	NPC	OPC	AC
CES1	-0.659060570360579	-0.352133445535616	-0.409236166433283	-0.387227826087308
AL391840.1	-0.130896320953287	-0.38183414600032	-0.576263071513861	-0.528374173604122
LINC00632	-0.335606036413434	-0.561013075795591	-0.467510896496326	-0.602198559534553
LINC00659	-0.536776165130341	-0.189854069769112	-0.546306991925979	-0.371321011958063
PRR18	-0.0402525059144759	-0.334557713092448	-0.506125771088575	-0.477091176658461
GJB1	0.0540329627088497	-0.330408461621932	-0.181973081306816	-0.404315617511048
AL049775.1	-0.447214724135396	-0.475878584805945	-0.422060723955119	-0.548708189979074
CHAC1	0.0229805126551013	-0.181905985715681	-0.280196130204367	-0.317574072474713
PCSK2	0.136724654193607	-0.164069585032329	-0.281364946261581	-0.346848859585888
ANXA13	0.0499898411780498	-0.261422284193408	-0.435157469926958	-0.322885203674617
GRIP2	-0.546688224997805	-0.211203121791341	-0.556219051793443	-0.375133342676318
CAVIN2	-0.576980982548431	-0.0298344056441077	-0.118516492145859	-0.151635419512254
STC1	-0.0257393247798513	-0.374041677119966	-0.0465498426869651	-0.311062478190543
AC108471.2	0.119868637110016	-0.497536945812808	-0.201423097974822	-0.454844006568145
SOX10	-0.193627303713298	-0.517119445566632	-0.545198329488802	-0.665996028028972
GCK	0.057546162263997	-0.0782268143276209	-0.241424133873175	-0.218495584846113
AL117328.2	-0.46220115449869	-0.147511006754901	-0.495800883815084	-0.299939047068299
TFAP2A-AS2	-0.336254157762312	-0.0312157768606707	-0.065717424969833	-0.0717415222587344
RDH12	-0.502197280668228	-0.0856205199827799	-0.162459448172454	-0.150933608944003
LINC00906	-0.0831181386814501	-0.355830571800514	-0.276352643572267	-0.526313761358817
KCND3	0.0899710049508242	-0.309942487394153	-0.401819657704105	-0.418212679792602
NEUROD1	-0.633970633392463	-0.33029798039403	-0.643325478153079	-0.49796558264198
LINC02842	-0.630729543167619	-0.320169022728721	-0.604306161870608	-0.455717537174428
DSPP	-0.357889697045451	-0.461968235169284	-0.557426771669364	-0.585521591776411
PRR26	0.0857901990162703	-0.267322260134698	-0.3822811268165	-0.454001733194102
CPEB1	-0.206204303803437	-0.451894538122425	-0.445459793890261	-0.538763585256638
IL1RAPL1	-0.244220282177783	-0.476957729987114	-0.566019713625342	-0.664604047715456
AL031651.2	0.256505250634911	-0.268797834531153	-0.326163226046948	-0.354026416211763
AP000547.3	-0.0954585365000801	-0.400031927206021	-0.540506027741256	-0.5692393664871
LINC02150	-0.335268097755584	-0.538076128230047	-0.586804961271289	-0.539448771414308
ADARB2-AS1	-0.354354027476616	-0.416382479213678	-0.659217268992811	-0.561555451364247
ATP11A-AS1	-0.386772360652733	-0.605184987844865	-0.766264300399062	-0.725615283671637
PLD5	0.198320353526034	-0.224544532504683	-0.3237047092677	-0.328621742826196
AC017116.1	-0.0765457489521182	-0.319380538731252	-0.495567736750352	-0.440797933620819
LRRC46	-0.466553639752081	-0.142574909417086	-0.224176293743035	-0.144395014643687
TSPAN8	-0.118003022007833	-0.380715013109481	-0.516729022686931	-0.513623680002514
KCNK1	-0.0734109108062442	-0.321248572495094	-0.31518155507309	-0.416500746020551
NGFR	-0.507610325107992	-0.545104269576196	-0.681236129491521	-0.73834229106617
AC011466.1	-0.225447878888649	-0.229174290109949	-0.273891224765549	-0.379472876035715
CCDC200	-0.417410798633852	-0.56423262024634	-0.732592353706941	-0.701953915725823
RCVRN	-0.292452766851991	-0.695080047449012	-0.592404322597623	-0.62816777732114
PCDHGA9	-0.283223488213664	-0.598172621746577	-0.647779994427585	-0.726805692768261
STOX2	0.00989815719208425	-0.349075010307505	-0.486989333850545	-0.486989333850545
AC007497.2	-0.191289109360066	-0.285691526966332	-0.257743442806582	-0.358356545781681
PRIMA1	-0.347336747409709	-0.450172692712671	-0.686786372170814	-0.658271390287397
GALNT13	-0.482605817412298	-0.496645259373383	-0.639379585977748	-0.665996028028972
ROR1	-0.114059927533669	-0.343089835214307	-0.351280308734012	-0.468373744978682
PSMA8	-0.461959496442255	-0.390804597701149	-0.452107279693487	-0.532567049808429
RMRP	-0.511220580186097	-0.406677613574165	-0.480569239189929	-0.47400109469075
MYRF	-0.502499443801827	-0.63800491179333	-0.66002455034195	-0.773510379784834
