G1	G2	Consistency
VerMES	VerCL	0.15226576101043812
VerMES	VerNL	0.09062432922939262
VerMES	VerPN	0.2259538747234156
VerCL	VerNL	0.10489151891756918
VerCL	VerPN	0.08065776235314912
VerNL	VerPN	0.07089292767186742
