Name,NefAC,NefMES,NefNPC,NefOPC,VerCL,VerMES,VerNL,VerPN
fpkm_U251.RR_1,0.2169942629267916,1.0057103609463458,0.12734702278718948,0.09906915182928334,0.2304037237880703,0.5224113712298869,0.20725611099596075,0.011709723655650728
fpkm_U251.RR_2,0.21751002394383243,1.0036077637508871,0.12434231295928885,0.09380609185408606,0.2375546285996829,0.5230715088470564,0.1950486525162691,0.005962794485816974
fpkm_U251.RR_3,0.21445543260844432,1.0028787471390581,0.12251620971091656,0.0979230306888542,0.23591779772226049,0.522453200252758,0.18897126003157227,0.008944230224342856
fpkm_U251_1,0.320240283128877,0.904873350212828,0.2854386057904436,0.21368143632344483,0.42359680639579494,0.4110026214135169,0.23956967592973874,0.10620271474563145
fpkm_U251_2,0.3197044303883005,0.9034745294737674,0.2806718795658718,0.21509764917027752,0.4224064970042604,0.4110163911997002,0.2398557465881203,0.09984067969515914
fpkm_U251_3,0.3180652832046594,0.9030023857708137,0.2868478701756851,0.21998594454975748,0.4256915562014643,0.40778905290037304,0.23359759953465248,0.10459653958766678
read_count_U251.RR_1,0.16464674344356567,0.9727116489531882,0.16697493575355668,0.09854155802932285,0.2738471021645587,0.5001925238721998,0.14580928756351966,0.08487051981269378
read_count_U251.RR_2,0.16316878331179438,0.971388867715929,0.16104668393412963,0.09640111082240944,0.2813174409781074,0.5020486638838594,0.13399201206916075,0.07683028470221309
read_count_U251.RR_3,0.1612867438675277,0.970416661316966,0.15871497276444912,0.1003798161506668,0.2802660548631357,0.5013412545692013,0.13005421082576607,0.08353201354931192
read_count_U251_1,0.26874450374919234,0.8574428273435418,0.3348933269994401,0.22501976248810066,0.47515711684667006,0.38750625928210525,0.1719653833795195,0.19307502006150007
read_count_U251_2,0.26814086926112907,0.8560830386970325,0.330571102779972,0.2291959565765396,0.4742375232153806,0.3868593121897856,0.17383586684693422,0.18738844975979335
read_count_U251_3,0.2636725783485162,0.852247224814291,0.3344989692139526,0.23141939030479225,0.4762186318544003,0.384215927309303,0.16492441581713135,0.19268757636763809
tpm_U251.RR_1,0.216918738750397,1.0058237575851938,0.12761918279947598,0.0985640703196084,0.23018035231860093,0.5224142331267503,0.20763827607712193,0.012586956556497959
tpm_U251.RR_2,0.2174940863384444,1.0036312543585735,0.12460176743527052,0.09266010599733736,0.23759021056303709,0.523035146727551,0.19525453689657507,0.005823757585193713
tpm_U251.RR_3,0.214092595990675,1.0029067785845043,0.12257195747392391,0.09719331373458989,0.23571156057913856,0.5224550940570092,0.18910154006879695,0.010031441309249137
tpm_U251_1,0.32021013760703826,0.9050509749072677,0.28513443413134953,0.21320683450379282,0.42354217306459313,0.4110731650955592,0.23983082325837854,0.10631726933214136
tpm_U251_2,0.3195084281171674,0.9036446967376144,0.28053830442748523,0.21497751886251043,0.42236912348524763,0.41118032529185283,0.2400527702513604,0.09987606032187525
tpm_U251_3,0.3176887506204632,0.9030680903474573,0.2867239547964353,0.21980375225028034,0.4257117729035759,0.4079458517556008,0.23358622322462674,0.10457885123146604
