Name,NefAC,NefMES,NefNPC,NefOPC,VerCL,VerMES,VerNL,VerPN
fpkm_Primary_1,0.9941705441432392,0.878881723779813,0.7224908486421587,0.910692274847852,0.30265767730454635,0.39791709566249744,0.3331394973697413,0.5356728831903717
fpkm_Primary_2,1.1268420720765595,0.8413541297746676,0.6958857510622856,0.7117621906783892,0.5937576345648505,0.21103799894132919,0.36965568648913194,0.34471880051410064
fpkm_Recurrent_1,1.1089697577694775,0.8316107573770067,0.6805889404029586,0.9106927710643477,0.34456019961418,0.3955472543267751,0.5752574065944016,0.43699803015709804
fpkm_Recurrent_2,0.9907279086524665,1.01786726772315,0.3639403255668789,0.6976638322933111,0.2657218967206251,0.7283217547711994,0.5030340276665908,0.126849734319032
read_count_Primary_1,0.9378655548091792,0.808304249944781,0.7769447383846867,0.9422234687101786,0.3537312093942765,0.34191252920375365,0.25592722165503246,0.6266228379813751
read_count_Primary_2,1.0936699129933345,0.7765032592976826,0.739688559344846,0.7205858509938041,0.6534537874984206,0.15745977446517614,0.26521491836327005,0.44180802536000985
read_count_Recurrent_1,1.0782475424857836,0.779229488601549,0.7381418571944833,0.9437086576597811,0.39827807098737567,0.346589767793186,0.4934826895761435,0.5380698884236118
read_count_Recurrent_2,0.939985017445756,0.9807064414580849,0.3993159832228718,0.720247705160433,0.3252441045897671,0.7208620417512395,0.44427958564174497,0.19580174677409096
tpm_Primary_1,0.9941658582965833,0.878895208844986,0.7225311447372708,0.9106850009629349,0.30266889984450057,0.3979384225512407,0.3332125786962349,0.5356565616534306
tpm_Primary_2,1.126838858743172,0.8413620385809023,0.6958740309364667,0.7118142425142392,0.5937322197698964,0.21106953166258374,0.36960765954160096,0.3447195565393575
tpm_Recurrent_1,1.108978763729026,0.831626726293539,0.6805855330777231,0.9106976822504703,0.34458821946591744,0.39554386689287724,0.575302099845203,0.4369996660578627
tpm_Recurrent_2,0.990730350649325,1.0178815789354299,0.3638781750173939,0.6976388598184081,0.26572255206761003,0.7283352105131777,0.5030429798826305,0.12684207207655954
