	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	PD-L1	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	1.0	-0.3878024225263489	0.8840522258927167	0.5288731581983116	0.9246132871899743	-0.17626064006432104	0.41522451191162846	-0.0983870798594725	-0.3545372555188506	-0.19702375334277175	0.1579116634331358	0.12124587069372346	0.31498890112387046	-0.6455406987922325	-0.06829217135965603	0.9282138674776712
FAO	-0.3878024225263489	1.0	-0.4864321045916138	-0.01649834827748938	-0.4646978833481901	0.5008914057993813	0.014974219145998287	-0.16129026619824166	0.17559995106007376	0.7049831332039921	0.15858878226976386	0.11740793176375998	0.06324157097163233	0.5613542376732561	-0.22881652771223324	-0.46147903448516947
G2M	0.8840522258927167	-0.4864321045916138	1.0	0.4934333106112247	0.9855836960131439	-0.22398790484680056	0.3233646199290371	-0.030713648995857584	-0.29629734500900146	-0.31417824620278606	0.08536975862129237	0.13352874346739377	0.22815548913708422	-0.6997126527187877	0.02998724066208729	0.9834076171499484
GLYC	0.5288731581983116	-0.01649834827748938	0.4934333106112247	1.0	0.5217370178106374	0.11864855889395767	0.9143778511876671	-0.6630863614912694	-0.6201751350217608	-0.07776099837449531	0.6465229930260605	0.48623284917763443	0.8504997116040061	-0.6647174593186863	-0.6815276248405083	0.528816877283135
KEGG_CC	0.9246132871899743	-0.4646978833481901	0.9855836960131439	0.5217370178106374	1.0	-0.21427263034624996	0.3698565011448447	-0.06551657840001399	-0.31840770454267386	-0.2974967227727964	0.13327390628004124	0.11678884169681716	0.27337038784891543	-0.7012790799293867	-0.0031751525003058745	0.9996154720081101
NefAC	-0.17626064006432104	0.5008914057993813	-0.22398790484680056	0.11864855889395767	-0.21427263034624996	1.0	0.1647443762781186	-0.13989338087497596	0.09400485903553388	0.27521612220998726	0.22349116459545906	0.5834257948368378	0.1425207557722895	0.1764060615594358	-0.23749532448918953	-0.2122531592470243
NefMES	0.41522451191162846	0.014974219145998287	0.3233646199290371	0.9143778511876671	0.3698565011448447	0.1647443762781186	1.0	-0.7364357750860818	-0.6989509377239439	-0.05446209777498121	0.7027427332948806	0.46803488717599145	0.9132788002726653	-0.6037561393389614	-0.7826588362784682	0.37967000506877807
NefNPC	-0.0983870798594725	-0.16129026619824166	-0.030713648995857584	-0.6630863614912694	-0.06551657840001399	-0.13989338087497596	-0.7364357750860818	1.0	0.7448090468949364	0.009448202331637914	-0.6682107213395557	-0.4791830528026847	-0.8188925593833569	0.4935297921800989	0.9372118224878961	-0.0743096848618321
NefOPC	-0.3545372555188506	0.17559995106007376	-0.29629734500900146	-0.6201751350217608	-0.31840770454267386	0.09400485903553388	-0.6989509377239439	0.7448090468949364	1.0	0.14686662122244945	-0.4571426074493559	-0.4372827853809449	-0.6887182982888505	0.6418142729799171	0.7929030115533183	-0.3253847901700662
OXPHOS	-0.19702375334277175	0.7049831332039921	-0.31417824620278606	-0.07776099837449531	-0.2974967227727964	0.27521612220998726	-0.05446209777498121	0.009448202331637914	0.14686662122244945	1.0	-0.0937972139199133	-0.06812018247601069	-0.1168821771275759	0.5037456522119099	-0.04378550329470575	-0.29561952703057
PD-L1	0.1579116634331358	0.15858878226976386	0.08536975862129237	0.6465229930260605	0.13327390628004124	0.22349116459545906	0.7027427332948806	-0.6682107213395557	-0.4571426074493559	-0.0937972139199133	1.0	0.31002534389037456	0.8807089297886844	-0.37519724538129445	-0.6712907905545943	0.14152552741509797
VerCL	0.12124587069372346	0.11740793176375998	0.13352874346739377	0.48623284917763443	0.11678884169681716	0.5834257948368378	0.46803488717599145	-0.4791830528026847	-0.4372827853809449	-0.06812018247601069	0.31002534389037456	1.0	0.4323776064880359	-0.3839312743607222	-0.5842469368849736	0.11987939803890724
VerMES	0.31498890112387046	0.06324157097163233	0.22815548913708422	0.8504997116040061	0.27337038784891543	0.1425207557722895	0.9132788002726653	-0.8188925593833569	-0.6887182982888505	-0.1168821771275759	0.8807089297886844	0.4323776064880359	1.0	-0.5772244070403579	-0.8369262230611924	0.28337091220526806
VerNL	-0.6455406987922325	0.5613542376732561	-0.6997126527187877	-0.6647174593186863	-0.7012790799293867	0.1764060615594358	-0.6037561393389614	0.4935297921800989	0.6418142729799171	0.5037456522119099	-0.37519724538129445	-0.3839312743607222	-0.5772244070403579	1.0	0.4277513851746981	-0.7038208099557793
VerPN	-0.06829217135965603	-0.22881652771223324	0.02998724066208729	-0.6815276248405083	-0.0031751525003058745	-0.23749532448918953	-0.7826588362784682	0.9372118224878961	0.7929030115533183	-0.04378550329470575	-0.6712907905545943	-0.5842469368849736	-0.8369262230611924	0.4277513851746981	1.0	-0.012471291489696397
WP_CC	0.9282138674776712	-0.46147903448516947	0.9834076171499484	0.528816877283135	0.9996154720081101	-0.2122531592470243	0.37967000506877807	-0.0743096848618321	-0.3253847901700662	-0.29561952703057	0.14152552741509797	0.11987939803890724	0.28337091220526806	-0.7038208099557793	-0.012471291489696397	1.0
