	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	PD-L1	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	0.0	4.1691981635554735e-13	1.0140083527245982e-108	8.091476670231645e-25	1.9292978511368306e-137	0.0014209819959966757	5.61781219238956e-15	0.07653347029690231	4.644398827638606e-11	0.00035251282269298077	0.004320645216641525	0.028856762308748913	6.432814572729719e-09	1.056918630105266e-39	0.2195051788470503	9.599644436170563e-141
FAO	4.1691981635554735e-13	0.0	1.0441335168837134e-20	0.7669991622580412	8.168657817224582e-19	4.811315734673305e-22	0.7879862156682269	0.0035499253770403046	0.0014818912779951282	3.9860390281309464e-50	0.004155050364275829	0.03436445379243116	0.25560134567532217	2.2222485301208634e-28	3.119858180457215e-05	1.5179941286598325e-18
G2M	1.0140083527245982e-108	1.0441335168837134e-20	0.0	2.3963152744091036e-21	2.612905449475021e-251	4.614783580063123e-05	2.399167216783944e-09	0.5811573566326365	5.2179820882246135e-08	7.065794989390908e-09	0.12456278994983239	0.01600748824842319	3.2932692187763395e-05	4.251832139339163e-49	0.5901346660743549	1.5904595240848492e-241
GLYC	8.091476670231645e-25	0.7669991622580412	2.3963152744091036e-21	0.0	4.3659389100725166e-24	0.0324936666696771	7.010378530628173e-129	1.5694194417476115e-42	6.300145596748396e-36	0.16194091413371633	7.423451837031386e-40	1.088263725159097e-20	3.878678904023126e-92	8.376381562154943e-43	1.0215961650765926e-45	8.201047042035738e-25
KEGG_CC	1.9292978511368306e-137	8.168657817224582e-19	2.612905449475021e-251	4.3659389100725166e-24	0.0	9.889608937115622e-05	5.667700122224619e-12	0.2388636106016161	4.316710427473376e-09	4.582204682306667e-08	0.016212061365501424	0.03533176504300776	5.588494233874601e-07	2.1154141197750242e-49	0.9545288877529825	0.0
NefAC	0.0014209819959966757	4.811315734673305e-22	4.614783580063123e-05	0.0324936666696771	9.889608937115622e-05	0.0	0.0028927734655368	0.011580591156740257	0.09066207862029965	4.653496678203006e-07	4.8021276984655454e-05	4.940993434810288e-31	0.01009450316297631	0.0014078878085459943	1.5109995862768877e-05	0.00011538588618538876
NefMES	5.61781219238956e-15	0.7879862156682269	2.399167216783944e-09	7.010378530628173e-129	5.667700122224619e-12	0.0028927734655368	0.0	9.053046670858745e-57	5.9606515512180645e-49	0.3276921200526244	1.0972663107243712e-49	4.2671462781138533e-19	5.018281906351201e-128	1.1604691223450185e-33	1.7723121926349415e-68	1.387622476489362e-12
NefNPC	0.07653347029690231	0.0035499253770403046	0.5811573566326365	1.5694194417476115e-42	0.2388636106016161	0.011580591156740257	9.053046670858745e-57	0.0	1.0590584985412537e-58	0.8652638485715998	2.1539668675884636e-43	4.627140094639026e-20	7.057828350601585e-80	2.3476437201961054e-21	8.153811172839437e-150	0.18144354918984382
NefOPC	4.644398827638606e-11	0.0014818912779951282	5.2179820882246135e-08	6.300145596748396e-36	4.316710427473376e-09	0.09066207862029965	5.9606515512180645e-49	1.0590584985412537e-58	0.0	0.00800475843683968	3.4622889794361496e-18	1.3052593230443168e-16	5.038332890541448e-47	3.990459065287467e-39	1.8133666402710928e-71	1.8826285237088522e-09
OXPHOS	0.00035251282269298077	3.9860390281309464e-50	7.065794989390908e-09	0.16194091413371633	4.582204682306667e-08	4.653496678203006e-07	0.3276921200526244	0.8652638485715998	0.00800475843683968	0.0	0.09138018864875111	0.220671126461552	0.03518446687444839	2.5754778683960753e-22	0.4314631352785122	5.6140768777105916e-08
PD-L1	0.004320645216641525	0.004155050364275829	0.12456278994983239	7.423451837031386e-40	0.016212061365501424	4.8021276984655454e-05	1.0972663107243712e-49	2.1539668675884636e-43	3.4622889794361496e-18	0.09138018864875111	0.0	1.137778783679992e-08	7.531861306956819e-107	2.6507373261990324e-12	6.404663690154662e-44	0.010636269990239993
VerCL	0.028856762308748913	0.03436445379243116	0.01600748824842319	1.088263725159097e-20	0.03533176504300776	4.940993434810288e-31	4.2671462781138533e-19	4.627140094639026e-20	1.3052593230443168e-16	0.220671126461552	1.137778783679992e-08	0.0	3.086113577786114e-16	7.420621180938215e-13	3.9010862582410605e-31	0.030724154495141046
VerMES	6.432814572729719e-09	0.25560134567532217	3.2932692187763395e-05	3.878678904023126e-92	5.588494233874601e-07	0.01009450316297631	5.018281906351201e-128	7.057828350601585e-80	5.038332890541448e-47	0.03518446687444839	7.531861306956819e-107	3.086113577786114e-16	0.0	2.8811896585728913e-30	1.4948398084566887e-86	2.0390343596371903e-07
VerNL	1.056918630105266e-39	2.2222485301208634e-28	4.251832139339163e-49	8.376381562154943e-43	2.1154141197750242e-49	0.0014078878085459943	1.1604691223450185e-33	2.3476437201961054e-21	3.990459065287467e-39	2.5754778683960753e-22	2.6507373261990324e-12	7.420621180938215e-13	2.8811896585728913e-30	0.0	6.86065717271825e-16	6.748556349117125e-50
VerPN	0.2195051788470503	3.119858180457215e-05	0.5901346660743549	1.0215961650765926e-45	0.9545288877529825	1.5109995862768877e-05	1.7723121926349415e-68	8.153811172839437e-150	1.8133666402710928e-71	0.4314631352785122	6.404663690154662e-44	3.9010862582410605e-31	1.4948398084566887e-86	6.86065717271825e-16	0.0	0.8227792050727025
WP_CC	9.599644436170563e-141	1.5179941286598325e-18	1.5904595240848492e-241	8.201047042035738e-25	0.0	0.00011538588618538876	1.387622476489362e-12	0.18144354918984382	1.8826285237088522e-09	5.6140768777105916e-08	0.010636269990239993	0.030724154495141046	2.0390343596371903e-07	6.748556349117125e-50	0.8227792050727025	0.0
