	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	0.0	0.03685963858018779	3.5484148967409508e-16	0.4111682169364942	6.829548125340324e-18	2.5726357699600862e-06	1.797001907579462e-11	0.24101548469670908	0.20364626474341005	7.866185981053554e-08	0.07046369899431854	5.499147064182803e-09	0.09083151043372836	1.948088840276441e-06	3.980139144004881e-18
FAO	0.03685963858018779	0.0	0.16861454607373758	0.008207848888035486	0.13533993791567753	0.45339727942727204	0.004642921685352415	0.00034941250796476336	0.11180613509450707	2.0557075690504372e-07	0.8737245427533457	0.001442522997832444	0.10354701163672458	0.020316582540482932	0.12711777657445164
G2M	3.5484148967409508e-16	0.16861454607373758	0.0	0.8158780857688992	5.9837333694303695e-28	3.312122900984816e-05	6.64406058185562e-09	0.7187161953409884	0.3028787627981317	5.3739468997895933e-08	0.008021101183093684	9.534344930366238e-07	0.032555919394142895	5.553166229569395e-08	2.4878876449188622e-27
GLYC	0.4111682169364942	0.008207848888035486	0.8158780857688992	0.0	0.7675119812177923	0.011973894643391785	0.4161332529958307	0.0004570655035861307	0.0002373839113342755	0.23925407562961462	0.00956931490011879	0.9431630084693022	0.10373806169946709	0.01902475423962876	0.7648850613270157
KEGG_CC	6.829548125340324e-18	0.13533993791567753	5.9837333694303695e-28	0.7675119812177923	0.0	9.63436446144042e-05	1.2082823633130437e-09	0.8012217289124135	0.2991965709418831	6.642779794134853e-08	0.030998477848753828	5.987108822692627e-07	0.052647192183347236	4.054381883875034e-08	3.4799900557776585e-59
NefAC	2.5726357699600862e-06	0.45339727942727204	3.312122900984816e-05	0.011973894643391785	9.63436446144042e-05	0.0	0.00012867492529427074	0.41364648124918935	0.00047007599359507744	0.0017998367603313985	0.010908100027432225	0.00011325226507829072	0.16078243681765106	0.06795413454258169	9.500708983434785e-05
NefMES	1.797001907579462e-11	0.004642921685352415	6.64406058185562e-09	0.4161332529958307	1.2082823633130437e-09	0.00012867492529427074	0.0	0.10034026974455997	0.5782844688505551	1.7976509044073738e-12	0.5195328302182867	6.4365485150264465e-18	0.02888098408787644	0.00048341862691774954	7.996790358581863e-10
NefNPC	0.24101548469670908	0.00034941250796476336	0.7187161953409884	0.0004570655035861307	0.8012217289124135	0.41364648124918935	0.10034026974455997	0.0	0.002478936512101576	0.01630568441066445	0.09415643006687315	0.019513166440388523	0.6147985725514449	0.010177269211521565	0.7498316987389442
NefOPC	0.20364626474341005	0.11180613509450707	0.3028787627981317	0.0002373839113342755	0.2991965709418831	0.00047007599359507744	0.5782844688505551	0.002478936512101576	0.0	0.6836108852167636	0.08692929732913113	0.5128217840525012	0.12336800712679537	0.18984362072274066	0.32129702255377895
OXPHOS	7.866185981053554e-08	2.0557075690504372e-07	5.3739468997895933e-08	0.23925407562961462	6.642779794134853e-08	0.0017998367603313985	1.7976509044073738e-12	0.01630568441066445	0.6836108852167636	0.0	0.22921070377207398	2.223234594641062e-12	0.6836108852167636	1.8932675442484717e-05	4.518375411297527e-08
VerCL	0.07046369899431854	0.8737245427533457	0.008021101183093684	0.00956931490011879	0.030998477848753828	0.010908100027432225	0.5195328302182867	0.09415643006687315	0.08692929732913113	0.22921070377207398	0.0	0.5128217840525012	0.5044946984525691	0.14419687997096783	0.03188070841438287
VerMES	5.499147064182803e-09	0.001442522997832444	9.534344930366238e-07	0.9431630084693022	5.987108822692627e-07	0.00011325226507829072	6.4365485150264465e-18	0.019513166440388523	0.5128217840525012	2.223234594641062e-12	0.5128217840525012	0.0	0.11737436606165755	0.0008483674760085113	4.519999784843675e-07
VerNL	0.09083151043372836	0.10354701163672458	0.032555919394142895	0.10373806169946709	0.052647192183347236	0.16078243681765106	0.02888098408787644	0.6147985725514449	0.12336800712679537	0.6836108852167636	0.5044946984525691	0.11737436606165755	0.0	0.2561590937098633	0.05197835757381928
VerPN	1.948088840276441e-06	0.020316582540482932	5.553166229569395e-08	0.01902475423962876	4.054381883875034e-08	0.06795413454258169	0.00048341862691774954	0.010177269211521565	0.18984362072274066	1.8932675442484717e-05	0.14419687997096783	0.0008483674760085113	0.2561590937098633	0.0	4.5560472885761594e-08
WP_CC	3.980139144004881e-18	0.12711777657445164	2.4878876449188622e-27	0.7648850613270157	3.4799900557776585e-59	9.500708983434785e-05	7.996790358581863e-10	0.7498316987389442	0.32129702255377895	4.518375411297527e-08	0.03188070841438287	4.519999784843675e-07	0.05197835757381928	4.5560472885761594e-08	0.0
