	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	0.0	0.1812649070113258	0.392478195380904	0.1637631501028701	0.05270336866584942	0.017302981208770517	0.30917997364932776	0.023855037031489237	0.008761358002411627	0.2802464643258207	0.0020757324353110596	0.6663033771181672	0.8133275195863943	0.024149612763519217	0.021538244495373306
FAO	0.1812649070113258	0.0	9.116878677296341e-05	0.26779300116601945	9.065253733420026e-05	0.7652683874949167	0.0009377861418480185	0.06939973466878849	0.9487433302871544	1.2217457989060157e-05	0.5519144646285584	0.0008671501616572263	0.021740687763672623	0.002589027242415246	9.299695304050016e-05
G2M	0.392478195380904	9.116878677296341e-05	0.0	0.9513574569215355	5.3887790266709e-30	0.8927139847087096	5.069875222244435e-16	0.04994012720187377	0.8218352698986652	0.4379960800475031	0.12112420511068078	2.3740320224093206e-08	1.3899642765843724e-05	0.0004376765931409571	3.876917333274667e-27
GLYC	0.1637631501028701	0.26779300116601945	0.9513574569215355	0.0	0.5775540320407404	0.0025519474018833622	0.015567854802148846	2.984717695494442e-05	0.0014428289105038218	0.41741238036060324	0.005901778506050068	5.295832330056799e-06	0.15022985088517762	8.836240767628244e-05	0.5708132158450978
KEGG_CC	0.05270336866584942	9.065253733420026e-05	5.3887790266709e-30	0.5775540320407404	0.0	0.8333529019806052	9.528716150149526e-12	0.04736064827476691	0.7045927314566797	0.34588617753629325	0.17015341421806346	2.4819861783972552e-06	1.1661076259294273e-05	0.0009639253331883557	1.076446190633591e-55
NefAC	0.017302981208770517	0.7652683874949167	0.8927139847087096	0.0025519474018833622	0.8333529019806052	0.0	0.3212171678957286	5.862022959240328e-16	6.2925756808917905e-31	0.1560655835115544	1.4058611035618799e-15	0.0003417308570607212	0.044890972992841685	3.266210318513701e-10	0.7786788063829448
NefMES	0.30917997364932776	0.0009377861418480185	5.069875222244435e-16	0.015567854802148846	9.528716150149526e-12	0.3212171678957286	0.0	0.001445998276185884	0.22446763760087446	0.48908380732360834	0.3507280805756021	6.5100829561711065e-18	2.994000630806965e-05	7.029193855018148e-06	1.0909949105169905e-10
NefNPC	0.023855037031489237	0.06939973466878849	0.04994012720187377	2.984717695494442e-05	0.04736064827476691	5.862022959240328e-16	0.001445998276185884	0.0	2.466629071130758e-19	0.6445082443399712	4.488180643822269e-09	6.122217461713988e-09	0.97359530055332	4.316583195899348e-27	0.045077126438612135
NefOPC	0.008761358002411627	0.9487433302871544	0.8218352698986652	0.0014428289105038218	0.7045927314566797	6.2925756808917905e-31	0.22446763760087446	2.466629071130758e-19	0.0	0.23729637844273757	4.3137158459625255e-13	0.00021639685254836203	0.16071864313032114	7.229916442408967e-13	0.6429343763150108
OXPHOS	0.2802464643258207	1.2217457989060157e-05	0.4379960800475031	0.41741238036060324	0.34588617753629325	0.1560655835115544	0.48908380732360834	0.6445082443399712	0.23729637844273757	0.0	0.44882701635004174	0.5522821411474883	0.005558190396696103	0.5413029239629481	0.37496224609053175
VerCL	0.0020757324353110596	0.5519144646285584	0.12112420511068078	0.005901778506050068	0.17015341421806346	1.4058611035618799e-15	0.3507280805756021	4.488180643822269e-09	4.3137158459625255e-13	0.44882701635004174	0.0	0.10477036853736377	0.0007417998512702374	2.097835274146501e-05	0.23245524733473094
VerMES	0.6663033771181672	0.0008671501616572263	2.3740320224093206e-08	5.295832330056799e-06	2.4819861783972552e-06	0.0003417308570607212	6.5100829561711065e-18	6.122217461713988e-09	0.00021639685254836203	0.5522821411474883	0.10477036853736377	0.0	0.044829061875224466	8.442197152474071e-13	7.5575845560665825e-06
VerNL	0.8133275195863943	0.021740687763672623	1.3899642765843724e-05	0.15022985088517762	1.1661076259294273e-05	0.044890972992841685	2.994000630806965e-05	0.97359530055332	0.16071864313032114	0.005558190396696103	0.0007417998512702374	0.044829061875224466	0.0	0.16754124912774535	3.195199286349658e-05
VerPN	0.024149612763519217	0.002589027242415246	0.0004376765931409571	8.836240767628244e-05	0.0009639253331883557	3.266210318513701e-10	7.029193855018148e-06	4.316583195899348e-27	7.229916442408967e-13	0.5413029239629481	2.097835274146501e-05	8.442197152474071e-13	0.16754124912774535	0.0	0.001087380844514663
WP_CC	0.021538244495373306	9.299695304050016e-05	3.876917333274667e-27	0.5708132158450978	1.076446190633591e-55	0.7786788063829448	1.0909949105169905e-10	0.045077126438612135	0.6429343763150108	0.37496224609053175	0.23245524733473094	7.5575845560665825e-06	3.195199286349658e-05	0.001087380844514663	0.0
