	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	PD-L1	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	0.0	0.007547007781067878	0.0330412225454377	0.17393859716506632	0.004862061101964606	0.21449233253280775	0.13833369839449197	0.07387770688865801	0.07387770688865801	0.004862061101964606	0.8810361811618526	0.5795840000000001	0.34659350708733405	0.08155281477260236	0.1075931877824148	0.004862061101964606
FAO	0.007547007781067878	0.0	0.04254012768448945	0.0330412225454377	0.0060999233136969115	0.053717767217167395	0.053717767217167395	0.04791172612997547	0.02888279750673276	1.4675461874042197e-06	0.907363817812816	0.9337729580941466	0.6514773427962428	0.0016368033159867143	0.1075931877824148	0.0060999233136969115
G2M	0.0330412225454377	0.04254012768448945	0.0	0.08972402831709125	2.279854920641689e-05	0.6271883447764844	0.21449233253280775	0.20042268671194224	0.4670890543863402	0.053717767217167395	0.186904810349332	0.3103760917056799	0.44583834154275137	0.4047016712701569	0.14965567342083677	2.279854920641689e-05
GLYC	0.17393859716506632	0.0330412225454377	0.08972402831709125	0.0	0.05997214247725524	0.04791172612997547	0.018573155089460208	0.08155281477260236	0.12755286970323426	0.01580059625057158	0.34659350708733405	0.17393859716506632	0.24428229408662638	0.08972402831709125	0.21449233253280775	0.05997214247725524
KEGG_CC	0.004862061101964606	0.0060999233136969115	2.279854920641689e-05	0.05997214247725524	0.0	0.4047016712701569	0.14965567342083677	0.14965567342083677	0.25999776683488757	0.009221952722215994	0.5108853175152002	0.42503815489214547	0.5334005612725947	0.1615229280174558	0.17393859716506632	6.646897422032013e-64
NefAC	0.21449233253280775	0.053717767217167395	0.6271883447764844	0.04791172612997547	0.4047016712701569	0.0	0.0022200312259168407	0.2930500752928223	0.053717767217167395	0.04254012768448945	0.5795840000000001	0.1615229280174558	0.6514773427962428	0.08972402831709125	0.48877630451924314	0.4047016712701569
NefMES	0.13833369839449197	0.053717767217167395	0.21449233253280775	0.018573155089460208	0.14965567342083677	0.0022200312259168407	0.0	0.42503815489214547	0.3654683104386702	0.03758837757140939	0.8548130882487426	0.08155281477260236	0.5563057751029299	0.13833369839449197	0.6514773427962428	0.14965567342083677
NefNPC	0.07387770688865801	0.04791172612997547	0.20042268671194224	0.08155281477260236	0.14965567342083677	0.2930500752928223	0.42503815489214547	0.0	0.0011735381801554687	0.02888279750673276	0.186904810349332	0.7769984634438898	0.42503815489214547	0.018573155089460208	2.279854920641689e-05	0.14965567342083677
NefOPC	0.07387770688865801	0.02888279750673276	0.4670890543863402	0.12755286970323426	0.25999776683488757	0.053717767217167395	0.3654683104386702	0.0011735381801554687	0.0	0.021665923367532435	0.7260570147627894	0.9602404181286243	0.5108853175152002	0.01580059625057158	0.0060999233136969115	0.25999776683488757
OXPHOS	0.004862061101964606	1.4675461874042197e-06	0.053717767217167395	0.01580059625057158	0.009221952722215994	0.04254012768448945	0.03758837757140939	0.02888279750673276	0.021665923367532435	0.0	0.907363817812816	0.8287173946974606	0.7009318849100584	0.0029402270232795065	0.08155281477260236	0.009221952722215994
PD-L1	0.8810361811618526	0.907363817812816	0.186904810349332	0.34659350708733405	0.5108853175152002	0.5795840000000001	0.8548130882487426	0.186904810349332	0.7260570147627894	0.907363817812816	0.0	0.5108853175152002	0.6514773427962428	0.6271883447764844	0.06668799999999996	0.5108853175152002
VerCL	0.5795840000000001	0.9337729580941466	0.3103760917056799	0.17393859716506632	0.42503815489214547	0.1615229280174558	0.08155281477260236	0.7769984634438898	0.9602404181286243	0.8287173946974606	0.5108853175152002	0.0	0.3654683104386702	0.44583834154275137	0.8027717312071619	0.42503815489214547
VerMES	0.34659350708733405	0.6514773427962428	0.44583834154275137	0.24428229408662638	0.5334005612725947	0.6514773427962428	0.5563057751029299	0.42503815489214547	0.5108853175152002	0.7009318849100584	0.6514773427962428	0.3654683104386702	0.0	0.907363817812816	0.1615229280174558	0.5334005612725947
VerNL	0.08155281477260236	0.0016368033159867143	0.4047016712701569	0.08972402831709125	0.1615229280174558	0.08972402831709125	0.13833369839449197	0.018573155089460208	0.01580059625057158	0.0029402270232795065	0.6271883447764844	0.44583834154275137	0.907363817812816	0.0	0.09840117666963498	0.1615229280174558
VerPN	0.1075931877824148	0.1075931877824148	0.14965567342083677	0.21449233253280775	0.17393859716506632	0.48877630451924314	0.6514773427962428	2.279854920641689e-05	0.0060999233136969115	0.08155281477260236	0.06668799999999996	0.8027717312071619	0.1615229280174558	0.09840117666963498	0.0	0.17393859716506632
WP_CC	0.004862061101964606	0.0060999233136969115	2.279854920641689e-05	0.05997214247725524	6.646897422032013e-64	0.4047016712701569	0.14965567342083677	0.14965567342083677	0.25999776683488757	0.009221952722215994	0.5108853175152002	0.42503815489214547	0.5334005612725947	0.1615229280174558	0.17393859716506632	0.0
