G1	G2	Consistency
NefNPC	NefMES	0.13210596664144147
NefNPC	VerPN	0.0003665618138215948
NefNPC	VerMES	0.22028281653445106
NefMES	VerPN	0.128637373284324
NefMES	VerMES	0.02099998170033418
VerPN	VerMES	0.21909359362726089
