""	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD.L1
CTLA4	0.735211164601061	0.70411487286249	0.968351371178697	0.559314940505604	0.670747965614671	0.947276828546138	0.795755710677952	0.778313737082204	0.0950071210755394	0.882840690745156	0.111827733349741	0.275492117825383	0.97437736909297	0.99246275030652	0.431783317319451	0.250562278921706
CD274	0.16741506904024	3.3353191816697e-08	2.37567689378932e-09	5.60055428882174e-06	0.000951468460845385	4.17474428988763e-05	0.402760013178514	0.0434864424125206	0.0119756896285692	0.844771543957123	0.00535971443036024	0.0477973515175531	0.0429286250268795	0.0246214532546594	0.055686612052248	1.00859745088312e-12
LAG3	1.16137934483627e-05	0.0434701939653731	0.737482368570006	0.807158022108027	0.100078994599208	0.00620721178487867	0.151053304711334	5.2757176625819e-05	0.132321025482781	0.00651249265594927	0.281209681185706	0.936764573432227	0.463496174868312	0.436186007694873	0.607387351766639	0.0660697258716963
HAVCR2	0.0024385848525189	0.822666666434718	0.353277127959376	0.763725521915426	0.0930900495986172	0.356410816377583	0.942187227641772	0.0168081513372241	0.889937568716587	0.559329627700279	0.772865337838132	0.568475607519281	0.567012763008853	0.584900295386769	0.822738025718636	0.0709355943601409
CD47	0.000979582376938166	1.38674516078209e-54	8.72697807699445e-62	3.50038976820271e-48	1.65107024070527e-22	5.2559019356338e-38	0.244336402064187	7.86529109614906e-07	9.06147652342017e-12	4.47780611096272e-07	6.78661898325807e-11	0.662379231002321	8.27911727565875e-23	6.64109811443502e-24	5.78595571045524e-17	0.0513114205632782
LGALS9	0.251156050550869	8.02707469851224e-29	1.14529179666863e-49	1.25381387787419e-45	6.45743695234247e-26	8.07188636636318e-25	0.00159281929931858	2.07954432126994e-14	8.58207497920865e-17	0.907874006273144	1.56274093144096e-08	0.502224803537375	9.26721295137162e-17	1.91766245311048e-17	1.33228651646722e-15	1.85771602745474e-10
CD276	5.54906161443284e-07	2.62372275999137e-30	2.75589350229999e-32	1.95400340550473e-45	4.97923943465553e-13	1.46920298934084e-30	0.418569734895562	0.000330832540727719	1.16259409524893e-19	9.79970289953585e-07	1.73133063604519e-12	0.62552247721684	1.1705487242498e-30	2.02894548621461e-32	3.92655313726162e-40	0.588488250233252
