""	PC1	PC2
TSPAN6	-0.000415867456671785	0.00399426049205893
TNMD	-0.00353005423600544	0.0063431693514466
DPM1	0.00160073446104795	-0.00666890008189355
SCYL3	-0.0141973072567724	0.00891063401096887
C1orf112	-0.0131420714810159	-0.0115345570456138
FGR	-0.00147208441901648	0.011265907610633
CFH	-0.00529822100555936	0.0105601419153914
FUCA2	0.000822451786155078	0.00403185439057026
GCLC	-0.0100505952942997	-0.0058490816423742
NFYA	-0.0138704374200452	-0.00144556890944506
STPG1	-0.000643033541957612	-0.00842092166353298
NIPAL3	-0.00750497073791736	-0.0109832729423448
LAS1L	-0.0124352610152321	-0.00785370288988466
ENPP4	-0.00766184796774031	0.00660531634085851
SEMA3F	-0.0119097550439388	0.00912303387433137
CFTR	-0.00279035431979506	-0.00449121577314309
ANKIB1	-0.00944976050229594	0.0110938471590246
CYP51A1	0.000752330310726484	0.00448089521206707
KRIT1	-0.00640856012606896	0.00692647655262258
RAD52	-0.00722700072182979	-0.00649652875206731
BAD	-0.00760726673646451	0.00105524190122685
LAP3	-0.0134686473237905	0.000399157313110588
CD99	0.00213948128034698	0.019267326504166
HS3ST1	-0.00223836927728534	0.00434873012521283
AOC1	-0.00183655451211581	-0.000857349600544824
WNT16	-0.0029245086830386	0.00799037313157178
HECW1	-0.00846625162784579	0.000789920707251733
MAD1L1	-0.00565689553522801	-0.0119432647616772
LASP1	-0.00904093859556069	-0.00365211875615954
SNX11	-0.0176774937975425	-0.00101129876331054
TMEM176A	-0.00237402528018238	-0.00212122075339585
M6PR	-0.00452673736000169	-0.0114229463244398
KLHL13	-0.00671531698640378	0.00994879044321787
CYP26B1	-0.000523467684027663	-0.00751019003369009
ICA1	-0.00726783993671053	0.00483741675086302
DBNDD1	-0.00345134173416981	0.00485100842345105
ALS2	-0.00874447628269922	0.00515583649333135
CASP10	-0.00412263940097017	-0.00791460344676863
CFLAR	-0.0131142793553482	0.0017406170875929
TFPI	0.000992161536032453	-0.00285540418672336
NDUFAF7	-0.00490641498569673	-0.0066064993870872
RBM5	-0.0182451436824522	-0.000528238984869522
MTMR7	-0.00769280963380045	0.0056290951806247
SLC7A2	-0.000254624970126632	-0.0114903761820975
ARF5	0.00253064099806787	0.0172104215156637
SARM1	-0.00709178980036911	0.0131119575086504
POLDIP2	-0.00710902810250214	0.00197036418446713
PLXND1	-0.00550441364521619	0.0128306995141132
AK2	0.00148768132016364	-0.0164561211223864
CD38	-0.00094747721186351	-0.00601313244807151
FKBP4	-0.00706585776704301	-0.00918694106489643
KDM1A	-0.00354466731730153	-0.0132655906106274
RBM6	-0.0153878893681837	0.000234771684701059
CAMKK1	-0.00649876756480298	0.00945806606566055
RECQL	-0.00961516591564478	-0.00402420626764836
VPS50	-0.01085518413919	0.00950754066928795
HSPB6	-0.00661826920813232	0.0120964442267625
ARHGAP33	-0.0173828807555322	-0.00337985491785604
NDUFAB1	-0.00242160287963506	-0.00754993657493647
PDK4	-0.00549420007612012	0.0061083145131625
SLC22A16	-0.00440428759565803	0.00297937964567499
ZMYND10	-0.00507122964551236	0.00820926436810819
ABCB5	0.00012668572222653	-0.00030507674699978
ARX	-0.00685522443569565	0.00523110402747604
SLC25A13	-0.00761171770638114	0.00745842868397615
ST7	-0.00701751172701112	0.00767417028732546
CDC27	-0.0120023888088634	-0.0101360893059648
SLC4A1	-0.00563404880815026	-0.00392700314037585
CALCR	-0.00183334042794538	-0.00602753795737438
HCCS	-0.00905041230377067	-0.00075475087330119
DVL2	-0.0106578848734899	-0.003156232406819
PRSS22	0.00328960361339108	-0.00900895647181551
UPF1	-0.0169408934690565	-0.00502233386299663
SKAP2	-0.0035054558185575	-0.00172753080583848
SLC25A5	-0.00460749113300895	-0.0110409355396922
MCUB	-0.00441870025169409	0.00141109311994954
HOXA11	-0.000476004394122509	0.00241331294577503
POLR2J	-0.00124637663027613	0.00858669040000474
DHX33	-0.0174426901365511	-0.00803218491417999
MEOX1	-0.00289381985768472	-0.0042750668670342
THSD7A	-0.00316611499355022	0.0100573309738518
LIG3	-0.013426971961206	-0.00510645461744069
RPAP3	-0.00134295439756743	-0.0118843616890679
ACSM3	-0.00272551377622471	-0.0113952803681892
REXO5	-0.00847991837781801	-0.00984496747967081
CIAPIN1	-0.0113904413007276	-0.00436294887582676
SPPL2B	-0.0187814901526062	0.00174160869191355
FAM214B	-0.00774173161505814	0.0136423632867819
COPZ2	0.00196647501941665	0.0118063721616939
PRKAR2B	-0.00776475395151166	0.00777296680601265
MSL3	-0.00727929690719111	0.00912945641220306
CREBBP	-0.0168110199904595	0.00197672376603957
TSPOAP1	-0.00769380234978323	0.00339029218356314
MPO	-0.00832699077626174	0.00262767793038321
PON1	-0.00584139736991692	0.000641610884846843
GCFC2	-0.00284712921003666	-0.00497257032556361
WDR54	-0.00519745684936409	-0.0108002915270944
CROT	-0.00746523891029602	0.0107427099478633
ABCB4	-0.0014361386943475	-0.000856498998324138
KMT2E	-0.0128560974952799	0.0129250081747291
RHBDD2	-0.00502560563135554	0.0163546991033997
SOX8	-0.000725149721433189	0.00435182723863401
IBTK	-0.00593609212630497	0.00713090394945021
ZNF195	-0.00326979128620873	-0.0110343747462226
MYCBP2	-0.0156528651434588	-0.00084316385429351
FBXL3	-0.0112747361616466	0.00832942796258485
ITGAL	-0.00777831032993723	-0.00393988956073819
PDK2	-0.0083534101625019	0.00320373663794132
