	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	PD-L1	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	0.0	5.105731452954857e-05	0.0011176319156795413	2.383646920061422e-07	4.8439660655514166e-11	0.0020439507316434118	0.002604973153635072	1.294304694100513e-05	0.0037772073342257286	5.5798103915062305e-06	0.5716133036424444	0.09137860677092112	0.3488582722281329	0.00037619058574363755	0.006989195220422847	6.847916045993236e-11
FAO	5.105731452954857e-05	0.0	0.33019424876232717	2.4121933990604403e-09	0.00017397029304976614	0.0009899328510667607	2.3255105794900557e-05	0.0037772073342257286	0.045160296096053106	2.6935222959590715e-13	0.42960904921561893	0.004928622423461042	0.05570291495666961	9.357514390489836e-07	0.2148587036107916	0.00010910489450881361
G2M	0.0011176319156795413	0.33019424876232717	0.0	0.008646863542778533	2.7477705184830605e-05	0.06447348833866172	0.37571742622873705	6.18168786825761e-05	7.993496458791032e-06	0.16139488697261767	0.018775187110737213	0.771445677951152	0.579224826864696	0.06947653701825968	5.808275903327707e-07	4.3685436300030277e-05
GLYC	2.383646920061422e-07	2.4121933990604403e-09	0.008646863542778533	0.0	1.2445128394594903e-07	0.003255727119223796	5.463593296069391e-07	0.002453590331892443	0.014220580719230937	1.7769990126963837e-09	0.3711594965591887	0.06808327953228557	0.0020949066222325182	9.196201593758205e-06	0.08410593402388448	7.790753838040746e-08
KEGG_CC	4.8439660655514166e-11	0.00017397029304976614	2.7477705184830605e-05	1.2445128394594903e-07	0.0	0.015436630726936714	0.005728927079542442	6.419600865428467e-05	0.004822455337380152	3.5099104058920596e-05	0.16492872885874094	0.3358710389401869	0.1511167927525066	0.0006701685905335557	0.004565512442103003	6.040202837227948e-31
NefAC	0.0020439507316434118	0.0009899328510667607	0.06447348833866172	0.003255727119223796	0.015436630726936714	0.0	0.16139488697261767	1.178273678830061e-06	5.313308788854517e-06	0.0021469538258602067	0.11196884988225884	0.0001052917014638179	0.5087973091567661	4.817237031349922e-05	0.0001346632945158216	0.013085092666789408
NefMES	0.002604973153635072	2.3255105794900557e-05	0.37571742622873705	5.463593296069391e-07	0.005728927079542442	0.16139488697261767	0.0	0.17679142638769535	0.3148867290910068	1.4149520748265718e-05	0.26422020235145266	0.1951853292308136	4.814347000033904e-06	0.022305136015239656	0.8856829853518466	0.004875293119781179
NefNPC	1.294304694100513e-05	0.0037772073342257286	6.18168786825761e-05	0.002453590331892443	6.419600865428467e-05	1.178273678830061e-06	0.17679142638769535	0.0	2.9312695553568264e-11	0.003995959734707335	0.9053718891323466	0.01861152624254085	0.68400574545332	7.594003126992984e-05	8.969286128156192e-11	5.105731452954857e-05
NefOPC	0.0037772073342257286	0.045160296096053106	7.993496458791032e-06	0.014220580719230937	0.004822455337380152	5.313308788854517e-06	0.3148867290910068	2.9312695553568264e-11	0.0	0.048955011382990944	0.8356939585960415	0.057701026001290956	0.7419338618991111	0.0020692934516272116	2.6935222959590715e-13	0.004040983536087674
OXPHOS	5.5798103915062305e-06	2.6935222959590715e-13	0.16139488697261767	1.7769990126963837e-09	3.5099104058920596e-05	0.0021469538258602067	1.4149520748265718e-05	0.003995959734707335	0.048955011382990944	0.0	0.8356939585960415	0.04254999264148391	0.04859997021182191	4.262101597533099e-07	0.2392673044148469	3.045228842613768e-05
PD-L1	0.5716133036424444	0.42960904921561893	0.018775187110737213	0.3711594965591887	0.16492872885874094	0.11196884988225884	0.26422020235145266	0.9053718891323466	0.8356939585960415	0.8356939585960415	0.0	0.0014349989913378886	0.0001467885171144201	0.8378558820945226	0.7210678505632018	0.17679142638769535
VerCL	0.09137860677092112	0.004928622423461042	0.771445677951152	0.06808327953228557	0.3358710389401869	0.0001052917014638179	0.1951853292308136	0.01861152624254085	0.057701026001290956	0.04254999264148391	0.0014349989913378886	0.0	0.38802981915948287	0.003370243535664484	0.16227325990714814	0.2960507602844297
VerMES	0.3488582722281329	0.05570291495666961	0.579224826864696	0.0020949066222325182	0.1511167927525066	0.5087973091567661	4.814347000033904e-06	0.68400574545332	0.7419338618991111	0.04859997021182191	0.0001467885171144201	0.38802981915948287	0.0	0.3666340153024128	0.3121515008952366	0.1405211373097249
VerNL	0.00037619058574363755	9.357514390489836e-07	0.06947653701825968	9.196201593758205e-06	0.0006701685905335557	4.817237031349922e-05	0.022305136015239656	7.594003126992984e-05	0.0020692934516272116	4.262101597533099e-07	0.8378558820945226	0.003370243535664484	0.3666340153024128	0.0	0.02012755678120861	0.0005314562933150503
VerPN	0.006989195220422847	0.2148587036107916	5.808275903327707e-07	0.08410593402388448	0.004565512442103003	0.0001346632945158216	0.8856829853518466	8.969286128156192e-11	2.6935222959590715e-13	0.2392673044148469	0.7210678505632018	0.16227325990714814	0.3121515008952366	0.02012755678120861	0.0	0.004086439494525354
WP_CC	6.847916045993236e-11	0.00010910489450881361	4.3685436300030277e-05	7.790753838040746e-08	6.040202837227948e-31	0.013085092666789408	0.004875293119781179	5.105731452954857e-05	0.004040983536087674	3.045228842613768e-05	0.17679142638769535	0.2960507602844297	0.1405211373097249	0.0005314562933150503	0.004086439494525354	0.0
