	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	1.0	0.6885604816639299	0.5834701696770662	0.8051450465243569	0.90311986863711	0.5577449370552818	0.5467980295566502	0.7246852764094144	0.5292829775588396	0.7443897099069513	0.3251231527093596	0.1839080459770115	0.6250684181718664	0.49808429118773945	0.9003831417624522
FAO	0.6885604816639299	1.0	0.19102353585112206	0.8669950738916257	0.6513409961685823	0.5883962780514504	0.7099069512862616	0.5292829775588396	0.38149972632731255	0.9359605911330049	0.5161466885604816	0.3656267104542967	0.7810618500273673	0.24192665571975916	0.6661193212917351
G2M	0.5834701696770662	0.19102353585112206	1.0	0.48659003831417624	0.705528188286809	0.3541324575807334	0.17405582922824303	0.6830870279146142	0.7361795292829776	0.2720306513409962	-0.05747126436781609	0.10946907498631636	0.34811165845648606	0.7898193760262726	0.6929392446633826
GLYC	0.8051450465243569	0.8669950738916257	0.48659003831417624	1.0	0.8155446086480569	0.5363984674329502	0.7909140667761357	0.5495347564313081	0.458128078817734	0.8702791461412152	0.3497536945812808	0.5566502463054187	0.7328954570333881	0.3322386425834702	0.8226600985221675
KEGG_CC	0.90311986863711	0.6513409961685823	0.705528188286809	0.8155446086480569	1.0	0.45320197044334976	0.5084838533114395	0.6819923371647509	0.5172413793103449	0.69896004378763	0.18883415435139572	0.27859879584017516	0.6037219485495348	0.5199781061850027	0.9972632731253421
NefAC	0.5577449370552818	0.5883962780514504	0.3541324575807334	0.5363984674329502	0.45320197044334976	1.0	0.2720306513409962	0.7766830870279147	0.7454844006568144	0.5555555555555556	0.6672140120415982	-0.13026819923371646	0.6902025177887247	0.6595511767925561	0.4630541871921182
NefMES	0.5467980295566502	0.7099069512862616	0.17405582922824303	0.7909140667761357	0.5084838533114395	0.2720306513409962	1.0	0.2627257799671593	0.19704433497536947	0.722495894909688	0.2523262178434592	0.7476737821565408	0.4302134646962233	0.028461959496442254	0.5166940339354132
NefNPC	0.7246852764094144	0.5292829775588396	0.6830870279146142	0.5495347564313081	0.6819923371647509	0.7766830870279147	0.2627257799671593	1.0	0.9069512862616311	0.5265462506841817	0.44170771756978655	-0.08045977011494253	0.6770662287903667	0.8981937602627258	0.6885604816639299
NefOPC	0.5292829775588396	0.38149972632731255	0.7361795292829776	0.458128078817734	0.5172413793103449	0.7454844006568144	0.19704433497536947	0.9069512862616311	1.0	0.37547892720306514	0.36288998357963875	-0.06513409961685823	0.5571975916803503	0.9359605911330049	0.5259989053092501
OXPHOS	0.7443897099069513	0.9359605911330049	0.2720306513409962	0.8702791461412152	0.69896004378763	0.5555555555555556	0.722495894909688	0.5265462506841817	0.37547892720306514	1.0	0.38587848932676516	0.3760262725779967	0.7952928297755884	0.22988505747126436	0.7027914614121511
VerCL	0.3251231527093596	0.5161466885604816	-0.05747126436781609	0.3497536945812808	0.18883415435139572	0.6672140120415982	0.2523262178434592	0.44170771756978655	0.36288998357963875	0.38587848932676516	1.0	-0.16967706622879036	0.5347564313081554	0.27148330596606457	0.2047071702244116
VerMES	0.1839080459770115	0.3656267104542967	0.10946907498631636	0.5566502463054187	0.27859879584017516	-0.13026819923371646	0.7476737821565408	-0.08045977011494253	-0.06513409961685823	0.3760262725779967	-0.16967706622879036	1.0	0.17733990147783252	-0.19813902572523262	0.2857142857142857
VerNL	0.6250684181718664	0.7810618500273673	0.34811165845648606	0.7328954570333881	0.6037219485495348	0.6902025177887247	0.4302134646962233	0.6770662287903667	0.5571975916803503	0.7952928297755884	0.5347564313081554	0.17733990147783252	1.0	0.4367816091954023	0.6124794745484401
VerPN	0.49808429118773945	0.24192665571975916	0.7898193760262726	0.3322386425834702	0.5199781061850027	0.6595511767925561	0.028461959496442254	0.8981937602627258	0.9359605911330049	0.22988505747126436	0.27148330596606457	-0.19813902572523262	0.4367816091954023	1.0	0.5254515599343186
WP_CC	0.9003831417624522	0.6661193212917351	0.6929392446633826	0.8226600985221675	0.9972632731253421	0.4630541871921182	0.5166940339354132	0.6885604816639299	0.5259989053092501	0.7027914614121511	0.2047071702244116	0.2857142857142857	0.6124794745484401	0.5254515599343186	1.0
