	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	PD-L1	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	1.0	0.39285714285714285	-0.03571428571428571	0.17857142857142858	0.6785714285714286	0.8571428571428571	0.5714285714285714	0.6785714285714286	0.9285714285714286	0.9642857142857143	-0.32142857142857145	0.7142857142857143	-0.07142857142857142	0.32142857142857145	0.5714285714285714	0.6785714285714286
FAO	0.39285714285714285	1.0	0.6071428571428571	0.6071428571428571	0.8214285714285714	0.14285714285714285	0.42857142857142855	0.42857142857142855	0.32142857142857145	0.42857142857142855	-0.6428571428571429	0.6785714285714286	0.21428571428571427	0.5357142857142857	0.8928571428571429	0.8214285714285714
G2M	-0.03571428571428571	0.6071428571428571	1.0	0.5714285714285714	0.5357142857142857	-0.03571428571428571	0.5	0.5357142857142857	0.0	0.03571428571428571	-0.5357142857142857	0.5357142857142857	-0.39285714285714285	0.10714285714285714	0.6071428571428571	0.5357142857142857
GLYC	0.17857142857142858	0.6071428571428571	0.5714285714285714	1.0	0.6428571428571429	-0.10714285714285714	0.5357142857142857	0.39285714285714285	0.25	0.39285714285714285	-0.6428571428571429	0.5714285714285714	0.10714285714285714	-0.2857142857142857	0.5357142857142857	0.6428571428571429
KEGG_CC	0.6785714285714286	0.8214285714285714	0.5357142857142857	0.6428571428571429	1.0	0.5714285714285714	0.8214285714285714	0.8214285714285714	0.5714285714285714	0.75	-0.8571428571428571	0.9285714285714286	-0.03571428571428571	0.42857142857142855	0.9642857142857143	1.0
NefAC	0.8571428571428571	0.14285714285714285	-0.03571428571428571	-0.10714285714285714	0.5714285714285714	1.0	0.6428571428571429	0.7857142857142857	0.7142857142857143	0.7857142857142857	-0.35714285714285715	0.6428571428571429	-0.32142857142857145	0.42857142857142855	0.5	0.5714285714285714
NefMES	0.5714285714285714	0.42857142857142855	0.5	0.5357142857142857	0.8214285714285714	0.6428571428571429	1.0	0.9285714285714286	0.5714285714285714	0.6428571428571429	-0.8571428571428571	0.9285714285714286	-0.5	0.10714285714285714	0.7142857142857143	0.8214285714285714
NefNPC	0.6785714285714286	0.42857142857142855	0.5357142857142857	0.39285714285714285	0.8214285714285714	0.7857142857142857	0.9285714285714286	1.0	0.6071428571428571	0.7142857142857143	-0.7142857142857143	0.8928571428571429	-0.5	0.25	0.75	0.8214285714285714
NefOPC	0.9285714285714286	0.32142857142857145	0.0	0.25	0.5714285714285714	0.7142857142857143	0.5714285714285714	0.6071428571428571	1.0	0.8928571428571429	-0.25	0.7142857142857143	-0.25	0.07142857142857142	0.42857142857142855	0.5714285714285714
OXPHOS	0.9642857142857143	0.42857142857142855	0.03571428571428571	0.39285714285714285	0.75	0.7857142857142857	0.6428571428571429	0.7142857142857143	0.8928571428571429	1.0	-0.42857142857142855	0.75	0.0	0.17857142857142858	0.6071428571428571	0.75
PD-L1	-0.32142857142857145	-0.6428571428571429	-0.5357142857142857	-0.6428571428571429	-0.8571428571428571	-0.35714285714285715	-0.8571428571428571	-0.7142857142857143	-0.25	-0.42857142857142855	1.0	-0.8214285714285714	0.14285714285714285	-0.2857142857142857	-0.8214285714285714	-0.8571428571428571
VerCL	0.7142857142857143	0.6785714285714286	0.5357142857142857	0.5714285714285714	0.9285714285714286	0.6428571428571429	0.9285714285714286	0.8928571428571429	0.7142857142857143	0.75	-0.8214285714285714	1.0	-0.35714285714285715	0.2857142857142857	0.8571428571428571	0.9285714285714286
VerMES	-0.07142857142857142	0.21428571428571427	-0.39285714285714285	0.10714285714285714	-0.03571428571428571	-0.32142857142857145	-0.5	-0.5	-0.25	0.0	0.14285714285714285	-0.35714285714285715	1.0	0.17857142857142858	0.0	-0.03571428571428571
VerNL	0.32142857142857145	0.5357142857142857	0.10714285714285714	-0.2857142857142857	0.42857142857142855	0.42857142857142855	0.10714285714285714	0.25	0.07142857142857142	0.17857142857142858	-0.2857142857142857	0.2857142857142857	0.17857142857142858	1.0	0.6071428571428571	0.42857142857142855
VerPN	0.5714285714285714	0.8928571428571429	0.6071428571428571	0.5357142857142857	0.9642857142857143	0.5	0.7142857142857143	0.75	0.42857142857142855	0.6071428571428571	-0.8214285714285714	0.8571428571428571	0.0	0.6071428571428571	1.0	0.9642857142857143
WP_CC	0.6785714285714286	0.8214285714285714	0.5357142857142857	0.6428571428571429	1.0	0.5714285714285714	0.8214285714285714	0.8214285714285714	0.5714285714285714	0.75	-0.8571428571428571	0.9285714285714286	-0.03571428571428571	0.42857142857142855	0.9642857142857143	1.0
