G1	G2	Consistency
VerMES	VerCL	0.030787499896201387
VerMES	VerNL	0.03622773528200282
VerMES	VerPN	0.06555006667417368
VerCL	VerNL	0.06374157576073844
VerCL	VerPN	0.06942280093800024
VerNL	VerPN	0.01727443279199442
