	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	0.0	0.01832157146143348	0.0010876485622887484	0.460148912728106	3.4995462491748772e-06	0.38623268190217497	0.013027663764128785	0.29771785747175966	0.024933671317922936	0.659543078769137	0.1433753755501812	0.21983196016993542	0.05334496241225273	0.29771785747175966	4.493231151919736e-06
FAO	0.01832157146143348	0.0	0.000592587629355936	0.38623268190217497	0.0014180303842615044	0.4957829296843136	0.05391472845659877	0.5489587886992762	0.03745231387529931	0.7192671455433247	0.506209233952854	0.061759220209282026	0.3953708419767238	0.6246273816458914	0.0015355573996011992
G2M	0.0010876485622887484	0.000592587629355936	0.0	0.3016203705478416	5.174945788928283e-09	0.20576390509564657	2.9390318395689623e-05	0.20883621481010178	0.009761613063737264	0.4163699952935561	0.23286356530495447	0.022544972852183147	0.0019393928765259116	0.6103019785284629	4.369993134396576e-09
GLYC	0.460148912728106	0.38623268190217497	0.3016203705478416	0.0	0.692169031649988	0.8591175903218993	0.07115916006574712	0.035350455924713656	0.8496151500324182	0.9389228669455103	0.1982171723154793	0.2395664805456788	0.6217515088671185	0.559898535790483	0.6743027582561099
KEGG_CC	3.4995462491748772e-06	0.0014180303842615044	5.174945788928283e-09	0.692169031649988	0.0	0.1739742419036643	0.00016488547980470365	0.35304943524240395	0.010506432119033723	0.958190162801108	0.05277988140256792	0.09231725461010774	0.000619928547036129	0.2749652411831776	7.374248237784458e-32
NefAC	0.38623268190217497	0.4957829296843136	0.20576390509564657	0.8591175903218993	0.1739742419036643	0.0	0.1894123670698225	0.01881128388890944	0.020082231188607965	0.0017613115382687772	0.5167416555162507	0.23120736516745433	0.7314191793924034	0.0007568767697969986	0.1607178933622431
NefMES	0.013027663764128785	0.05391472845659877	2.9390318395689623e-05	0.07115916006574712	0.00016488547980470365	0.1894123670698225	0.0	0.40230343183605966	0.30753321054890737	0.8369769840650598	0.1421899144300473	0.004283140443219148	0.005147076384055005	0.5848655143600632	0.00012558146221205646
NefNPC	0.29771785747175966	0.5489587886992762	0.20883621481010178	0.035350455924713656	0.35304943524240395	0.01881128388890944	0.40230343183605966	0.0	0.0007243804451471963	0.0010003492233837058	0.23286356530495447	0.6246273816458914	0.08975845608982283	0.004581953045617811	0.3727527778427129
NefOPC	0.024933671317922936	0.03745231387529931	0.009761613063737264	0.8496151500324182	0.010506432119033723	0.020082231188607965	0.30753321054890737	0.0007243804451471963	0.0	0.008275921894264552	0.6802397967489955	0.7775281884531549	0.11785162108888597	0.031055354027520514	0.010660889916722198
OXPHOS	0.659543078769137	0.7192671455433247	0.4163699952935561	0.9389228669455103	0.958190162801108	0.0017613115382687772	0.8369769840650598	0.0010003492233837058	0.008275921894264552	0.0	0.9325072970015154	0.7162392905010877	0.21665169795328632	0.00012910286012359585	0.9164870430337815
VerCL	0.1433753755501812	0.506209233952854	0.23286356530495447	0.1982171723154793	0.05277988140256792	0.5167416555162507	0.1421899144300473	0.23286356530495447	0.6802397967489955	0.9325072970015154	0.0	0.6536731719946905	0.10498302480093245	0.17948344297550767	0.05391472845659877
VerMES	0.21983196016993542	0.061759220209282026	0.022544972852183147	0.2395664805456788	0.09231725461010774	0.23120736516745433	0.004283140443219148	0.6246273816458914	0.7775281884531549	0.7162392905010877	0.6536731719946905	0.0	0.9710483085120961	0.43796690160823903	0.08319459278354294
VerNL	0.05334496241225273	0.3953708419767238	0.0019393928765259116	0.6217515088671185	0.000619928547036129	0.7314191793924034	0.005147076384055005	0.08975845608982283	0.11785162108888597	0.21665169795328632	0.10498302480093245	0.9710483085120961	0.0	0.5408189353993529	0.0007243804451471963
VerPN	0.29771785747175966	0.6246273816458914	0.6103019785284629	0.559898535790483	0.2749652411831776	0.0007568767697969986	0.5848655143600632	0.004581953045617811	0.031055354027520514	0.00012910286012359585	0.17948344297550767	0.43796690160823903	0.5408189353993529	0.0	0.25159816184284284
WP_CC	4.493231151919736e-06	0.0015355573996011992	4.369993134396576e-09	0.6743027582561099	7.374248237784458e-32	0.1607178933622431	0.00012558146221205646	0.3727527778427129	0.010660889916722198	0.9164870430337815	0.05391472845659877	0.08319459278354294	0.0007243804451471963	0.25159816184284284	0.0
