	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	0.0	0.38331687042697266	0.9394082054712856	0.7016579425162729	0.0937502539598313	0.01369732661532562	0.1802019889115274	0.0937502539598313	0.0025194724037946874	0.0004541491691941689	0.07134356146753759	0.8790481931481541	0.4820720382996776	0.1802019889115274	0.0937502539598313
FAO	0.38331687042697266	0.0	0.1482311614811614	0.1482311614811614	0.023448808345691505	0.7599453002180929	0.337368311085824	0.337368311085824	0.4820720382996776	0.337368311085824	0.0937502539598313	0.6445115810207203	0.21521745567801273	0.006807187408935392	0.023448808345691505
G2M	0.9394082054712856	0.1482311614811614	0.0	0.1802019889115274	0.21521745567801273	0.9394082054712856	0.25316999510032273	0.21521745567801273	1.0	0.9394082054712856	0.21521745567801273	0.38331687042697266	0.8191508555699912	0.1482311614811614	0.21521745567801273
GLYC	0.7016579425162729	0.1482311614811614	0.1802019889115274	0.0	0.11939237342741094	0.8191508555699912	0.21521745567801273	0.38331687042697266	0.5887244480896833	0.38331687042697266	0.1802019889115274	0.8191508555699912	0.5345092286010406	0.21521745567801273	0.11939237342741094
KEGG_CC	0.0937502539598313	0.023448808345691505	0.21521745567801273	0.11939237342741094	0.0	0.1802019889115274	0.023448808345691505	0.023448808345691505	0.1802019889115274	0.05218140045705776	0.0025194724037946874	0.9394082054712856	0.337368311085824	0.0004541491691941689	0.0
NefAC	0.01369732661532562	0.7599453002180929	0.9394082054712856	0.8191508555699912	0.1802019889115274	0.0	0.11939237342741094	0.03623846267982713	0.07134356146753759	0.03623846267982713	0.11939237342741094	0.4820720382996776	0.337368311085824	0.25316999510032273	0.1802019889115274
NefMES	0.1802019889115274	0.337368311085824	0.25316999510032273	0.21521745567801273	0.023448808345691505	0.11939237342741094	0.0	0.0025194724037946874	0.1802019889115274	0.11939237342741094	0.0025194724037946874	0.25316999510032273	0.8191508555699912	0.07134356146753759	0.023448808345691505
NefNPC	0.0937502539598313	0.337368311085824	0.21521745567801273	0.38331687042697266	0.023448808345691505	0.03623846267982713	0.0025194724037946874	0.0	0.1482311614811614	0.07134356146753759	0.006807187408935392	0.25316999510032273	0.5887244480896833	0.05218140045705776	0.023448808345691505
NefOPC	0.0025194724037946874	0.4820720382996776	1.0	0.5887244480896833	0.1802019889115274	0.07134356146753759	0.1802019889115274	0.1482311614811614	0.0	0.006807187408935392	0.07134356146753759	0.5887244480896833	0.8790481931481541	0.337368311085824	0.1802019889115274
OXPHOS	0.0004541491691941689	0.337368311085824	0.9394082054712856	0.38331687042697266	0.05218140045705776	0.03623846267982713	0.11939237342741094	0.07134356146753759	0.006807187408935392	0.0	0.05218140045705776	1.0	0.7016579425162729	0.1482311614811614	0.05218140045705776
VerCL	0.07134356146753759	0.0937502539598313	0.21521745567801273	0.1802019889115274	0.0025194724037946874	0.11939237342741094	0.0025194724037946874	0.006807187408935392	0.07134356146753759	0.05218140045705776	0.0	0.4316113520383278	0.5345092286010406	0.01369732661532562	0.0025194724037946874
VerMES	0.8790481931481541	0.6445115810207203	0.38331687042697266	0.8191508555699912	0.9394082054712856	0.4820720382996776	0.25316999510032273	0.25316999510032273	0.5887244480896833	1.0	0.4316113520383278	0.0	0.7016579425162729	1.0	0.9394082054712856
VerNL	0.4820720382996776	0.21521745567801273	0.8191508555699912	0.5345092286010406	0.337368311085824	0.337368311085824	0.8191508555699912	0.5887244480896833	0.8790481931481541	0.7016579425162729	0.5345092286010406	0.7016579425162729	0.0	0.1482311614811614	0.337368311085824
VerPN	0.1802019889115274	0.006807187408935392	0.1482311614811614	0.21521745567801273	0.0004541491691941689	0.25316999510032273	0.07134356146753759	0.05218140045705776	0.337368311085824	0.1482311614811614	0.01369732661532562	1.0	0.1482311614811614	0.0	0.0004541491691941689
WP_CC	0.0937502539598313	0.023448808345691505	0.21521745567801273	0.11939237342741094	0.0	0.1802019889115274	0.023448808345691505	0.023448808345691505	0.1802019889115274	0.05218140045705776	0.0025194724037946874	0.9394082054712856	0.337368311085824	0.0004541491691941689	0.0
