""	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD.L1
CD274	7.4537096297632e-16	2.42997923014257e-14	3.69594370183577e-13	4.46399219355685e-19	3.55941492890631e-17	0.026394879337562	0.220514636459428	5.70479739563417e-18	0.0526599189308175	2.15304728062121e-11	0.00460684957333915	9.98518103533025e-07	7.99380837714983e-10	1.27336839109196e-09	1.08694542553557e-09	9.63106981466882e-22
LAG3	3.98901764524214e-25	7.12698438916192e-78	8.25946093984552e-195	2.62876822890437e-198	7.78350393610795e-153	3.7288550751187e-23	0.00313763534066179	1.51654424365958e-227	1.05385818007501e-87	0.780163794717424	0.120367580041726	2.71932394888438e-109	3.52900193975541e-158	1.74004219701408e-158	7.24989968953186e-152	5.33635220561673e-305
HAVCR2	7.93872070780938e-71	3.9539691880795e-105	3.33178022776761e-153	1.30458060724143e-211	1.3383901677451e-170	8.8576246309286e-23	3.04094006192301e-07	3.62678295133331e-224	1.91914946585871e-19	7.42510041110857e-19	6.08034702772813e-05	3.48539380877362e-83	1.25643830516793e-104	2.57449390187744e-103	4.56174959019815e-116	2.61007657202988e-225
CD47	0.0033075637854069	0.142301598873819	3.41355128094794e-08	5.42956271702908e-09	0.000146600662692804	0.000537094671177521	0.601866583442525	0.180045443496522	0.439505497128534	0.00399294658763298	0.0774099274424292	0.209139494356631	7.91204732736126e-06	7.84367963196526e-06	5.09999801044747e-07	0.000152384164367553
LGALS9	1.32582435895168e-201	3.61161899807446e-174	0	0	0	2.93001994505011e-42	5.95748150029103e-06	0	1.24765370562629e-32	4.14775292813877e-27	6.38910995387457e-07	7.66134981159536e-157	4.80366778405093e-190	1.12233878331581e-186	1.91450664777998e-211	0
CD276	0.0214285389550467	1.09656671929086e-10	1.28900857424835e-10	4.32275966338424e-15	1.85888559026921e-11	0.0562490698170058	0.0155215250576432	8.70774194300274e-15	3.56368801683927e-10	0.0244374039483973	0.856326553218776	6.38143781840685e-14	8.58223570038385e-22	4.30130746125837e-22	6.41138207949354e-25	2.95479476546029e-19
