	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	PD-L1	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	0.0	0.03985953090099972	0.0031558468964774365	0.026565697103864794	0.0029088627228155838	0.05160161200071702	0.12337214538125069	1.7440728751462327e-07	9.103407554058783e-05	0.06720191241367013	0.6099496263278286	7.86687183973289e-05	0.026565697103864794	0.6041941281040613	0.0031558468964774365	0.0029088627228155838
FAO	0.03985953090099972	0.0	0.428158031919205	0.9513880221541826	0.4784449329228029	0.19106788357348967	0.2684251313890622	0.005214699418213291	0.21606379461125766	1.62399434830459e-10	0.011818464080461773	8.46599736041262e-05	0.9708223763257615	0.0034197801987985712	2.7112999008437103e-06	0.4784449329228029
G2M	0.0031558468964774365	0.428158031919205	0.0	2.7112999008437103e-06	1.0575341096645975e-15	8.9374943982642e-09	1.6320367512543743e-05	0.011092443619541667	0.0011427190651563898	0.31964521777772886	4.239283893458809e-05	0.1653345412255698	6.005632918162668e-06	6.77596194348165e-05	0.8997186782888817	1.0575341096645975e-15
GLYC	0.026565697103864794	0.9513880221541826	2.7112999008437103e-06	0.0	3.434510604967861e-06	8.231059713170526e-06	7.277473705445721e-07	0.0062517627309340695	0.0012575339153336352	0.7788829476841138	0.0004472657750928329	0.05043751945104438	6.588737187082592e-12	0.0015160249841227721	0.8612061336731367	3.434510604967861e-06
KEGG_CC	0.0029088627228155838	0.4784449329228029	1.0575341096645975e-15	3.434510604967861e-06	0.0	2.455885947367801e-07	2.7926170666106315e-05	0.010402557727151924	0.0008492395538531108	0.3627002084947103	5.816363864327564e-05	0.15995306278645896	4.827997425048475e-06	9.103407554058783e-05	0.9643420040748253	0.0
NefAC	0.05160161200071702	0.19106788357348967	8.9374943982642e-09	8.231059713170526e-06	2.455885947367801e-07	0.0	1.1129003812786908e-05	0.07159701126026873	0.029506553722099375	0.11898433684768554	5.422110534660314e-07	0.4429441508248101	6.280599966390895e-05	1.4859874205555088e-05	0.36717772555501726	2.455885947367801e-07
NefMES	0.12337214538125069	0.2684251313890622	1.6320367512543743e-05	7.277473705445721e-07	2.7926170666106315e-05	1.1129003812786908e-05	0.0	0.1546923218138582	0.006950274712161289	0.23271685741068457	5.816363864327564e-05	0.36717772555501726	2.0736991664353693e-07	4.594554343625327e-05	0.5314832784708439	2.7926170666106315e-05
NefNPC	1.7440728751462327e-07	0.005214699418213291	0.011092443619541667	0.0062517627309340695	0.010402557727151924	0.07159701126026873	0.1546923218138582	0.0	0.0005283926713947288	0.011092443619541667	0.7108992592881785	1.2182182797478767e-07	0.010070753912334262	0.848430360162973	0.0009869258677951244	0.010402557727151924
NefOPC	9.103407554058783e-05	0.21606379461125766	0.0011427190651563898	0.0012575339153336352	0.0008492395538531108	0.029506553722099375	0.006950274712161289	0.0005283926713947288	0.0	0.340779724454077	0.19408223512614617	0.004002006540262521	0.0007666636665897179	0.10849983794275489	0.021371414657806453	0.0008492395538531108
OXPHOS	0.06720191241367013	1.62399434830459e-10	0.31964521777772886	0.7788829476841138	0.3627002084947103	0.11898433684768554	0.23271685741068457	0.011092443619541667	0.340779724454077	0.0	0.0062517627309340695	5.816363864327564e-05	0.8676065335789527	0.004322124802950016	3.054546058934943e-06	0.3627002084947103
PD-L1	0.6099496263278286	0.011818464080461773	4.239283893458809e-05	0.0004472657750928329	5.816363864327564e-05	5.422110534660314e-07	5.816363864327564e-05	0.7108992592881785	0.19408223512614617	0.0062517627309340695	0.0	0.5589695952802587	0.0011989848082819942	1.4781482308613607e-08	0.031068538407296162	5.816363864327564e-05
VerCL	7.86687183973289e-05	8.46599736041262e-05	0.1653345412255698	0.05043751945104438	0.15995306278645896	0.4429441508248101	0.36717772555501726	1.2182182797478767e-07	0.004002006540262521	5.816363864327564e-05	0.5589695952802587	0.0	0.03985953090099972	0.5645405304670836	3.598441737777743e-05	0.15995306278645896
VerMES	0.026565697103864794	0.9708223763257615	6.005632918162668e-06	6.588737187082592e-12	4.827997425048475e-06	6.280599966390895e-05	2.0736991664353693e-07	0.010070753912334262	0.0007666636665897179	0.8676065335789527	0.0011989848082819942	0.03985953090099972	0.0	0.0011989848082819942	0.7851478708666942	4.827997425048475e-06
VerNL	0.6041941281040613	0.0034197801987985712	6.77596194348165e-05	0.0015160249841227721	9.103407554058783e-05	1.4859874205555088e-05	4.594554343625327e-05	0.848430360162973	0.10849983794275489	0.004322124802950016	1.4781482308613607e-08	0.5645405304670836	0.0011989848082819942	0.0	0.05646162510203338	9.103407554058783e-05
VerPN	0.0031558468964774365	2.7112999008437103e-06	0.8997186782888817	0.8612061336731367	0.9643420040748253	0.36717772555501726	0.5314832784708439	0.0009869258677951244	0.021371414657806453	3.054546058934943e-06	0.031068538407296162	3.598441737777743e-05	0.7851478708666942	0.05646162510203338	0.0	0.9643420040748253
WP_CC	0.0029088627228155838	0.4784449329228029	1.0575341096645975e-15	3.434510604967861e-06	0.0	2.455885947367801e-07	2.7926170666106315e-05	0.010402557727151924	0.0008492395538531108	0.3627002084947103	5.816363864327564e-05	0.15995306278645896	4.827997425048475e-06	9.103407554058783e-05	0.9643420040748253	0.0
