	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	1.0	-0.23776223776223776	0.8531468531468531	-0.15384615384615385	0.972027972027972	0.2517482517482518	-0.2097902097902098	0.5734265734265734	0.34265734265734266	0.06293706293706294	0.18181818181818182	-0.35664335664335667	-0.5314685314685315	0.6083916083916084	0.9020979020979021
FAO	-0.23776223776223776	1.0	-0.6783216783216783	0.4825174825174825	-0.34965034965034963	0.23076923076923078	0.6083916083916084	-0.8461538461538461	-0.5454545454545454	0.8251748251748252	-0.5104895104895105	0.5174825174825175	0.7622377622377622	-0.7272727272727273	-0.5314685314685315
G2M	0.8531468531468531	-0.6783216783216783	1.0	-0.34265734265734266	0.9090909090909091	0.06293706293706294	-0.46853146853146854	0.8741258741258742	0.46153846153846156	-0.40559440559440557	0.42657342657342656	-0.5594405594405595	-0.8321678321678322	0.7972027972027972	0.951048951048951
GLYC	-0.15384615384615385	0.4825174825174825	-0.34265734265734266	1.0	-0.18181818181818182	-0.4825174825174825	0.972027972027972	-0.6363636363636364	-0.7272727272727273	0.055944055944055944	-0.7482517482517482	0.7552447552447552	0.07692307692307693	-0.6293706293706294	-0.26573426573426573
KEGG_CC	0.972027972027972	-0.34965034965034963	0.9090909090909091	-0.18181818181818182	1.0	0.23776223776223776	-0.26573426573426573	0.6573426573426573	0.3006993006993007	-0.07692307692307693	0.2517482517482518	-0.4405594405594406	-0.6713286713286714	0.6363636363636364	0.958041958041958
NefAC	0.2517482517482518	0.23076923076923078	0.06293706293706294	-0.4825174825174825	0.23776223776223776	1.0	-0.3706293706293706	0.04895104895104895	0.0	0.6573426573426573	0.5944055944055944	-0.6013986013986014	0.21678321678321677	-0.04195804195804196	0.16783216783216784
NefMES	-0.2097902097902098	0.6083916083916084	-0.46853146853146854	0.972027972027972	-0.26573426573426573	-0.3706293706293706	1.0	-0.7482517482517482	-0.7062937062937062	0.21678321678321677	-0.7902097902097902	0.8181818181818182	0.26573426573426573	-0.6853146853146853	-0.36363636363636365
NefNPC	0.5734265734265734	-0.8461538461538461	0.8741258741258742	-0.6363636363636364	0.6573426573426573	0.04895104895104895	-0.7482517482517482	1.0	0.6153846153846154	-0.5734265734265734	0.5944055944055944	-0.6853146853146853	-0.7622377622377622	0.8811188811188811	0.7412587412587412
NefOPC	0.34265734265734266	-0.5454545454545454	0.46153846153846156	-0.7272727272727273	0.3006993006993007	0.0	-0.7062937062937062	0.6153846153846154	1.0	-0.21678321678321677	0.2727272727272727	-0.3146853146853147	-0.11188811188811189	0.8671328671328671	0.38461538461538464
OXPHOS	0.06293706293706294	0.8251748251748252	-0.40559440559440557	0.055944055944055944	-0.07692307692307693	0.6573426573426573	0.21678321678321677	-0.5734265734265734	-0.21678321678321677	1.0	-0.09090909090909091	0.09090909090909091	0.7132867132867133	-0.44755244755244755	-0.24475524475524477
VerCL	0.18181818181818182	-0.5104895104895105	0.42657342657342656	-0.7482517482517482	0.2517482517482518	0.5944055944055944	-0.7902097902097902	0.5944055944055944	0.2727272727272727	-0.09090909090909091	1.0	-0.958041958041958	-0.3356643356643357	0.3356643356643357	0.32167832167832167
VerMES	-0.35664335664335667	0.5174825174825175	-0.5594405594405595	0.7552447552447552	-0.4405594405594406	-0.6013986013986014	0.8181818181818182	-0.6853146853146853	-0.3146853146853147	0.09090909090909091	-0.958041958041958	1.0	0.44755244755244755	-0.44755244755244755	-0.4825174825174825
VerNL	-0.5314685314685315	0.7622377622377622	-0.8321678321678322	0.07692307692307693	-0.6713286713286714	0.21678321678321677	0.26573426573426573	-0.7622377622377622	-0.11188811188811189	0.7132867132867133	-0.3356643356643357	0.44755244755244755	1.0	-0.5384615384615384	-0.7552447552447552
VerPN	0.6083916083916084	-0.7272727272727273	0.7972027972027972	-0.6293706293706294	0.6363636363636364	-0.04195804195804196	-0.6853146853146853	0.8811188811188811	0.8671328671328671	-0.44755244755244755	0.3356643356643357	-0.44755244755244755	-0.5384615384615384	1.0	0.7062937062937062
WP_CC	0.9020979020979021	-0.5314685314685315	0.951048951048951	-0.26573426573426573	0.958041958041958	0.16783216783216784	-0.36363636363636365	0.7412587412587412	0.38461538461538464	-0.24475524475524477	0.32167832167832167	-0.4825174825174825	-0.7552447552447552	0.7062937062937062	1.0
