	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	PD-L1	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	1.0	0.18885448916408668	-0.8328173374613003	0.2961816305469556	-0.6057791537667698	0.8142414860681114	-0.3395252837977296	0.2693498452012384	0.3106295149638803	0.17234262125902994	0.2714138286893705	0.35810113519091846	-0.2672858617131063	0.7688338493292054	0.31475748194014447	-0.7523219814241486
FAO	0.18885448916408668	1.0	-0.3560371517027864	0.9236326109391125	0.37874097007223945	-0.06707946336429309	0.8142414860681114	-0.7481940144478845	-0.6099071207430341	0.8761609907120743	-0.6924664602683178	-0.8101135190918473	0.7461300309597523	0.45923632610939114	-0.6945304437564499	0.21981424148606812
G2M	-0.8328173374613003	-0.3560371517027864	1.0	-0.3993808049535604	0.5087719298245614	-0.7543859649122807	0.12693498452012383	-0.04437564499484004	-0.14551083591331268	-0.5149638802889577	-0.04231166150670795	-0.1042311661506708	0.04643962848297214	-0.9153766769865841	-0.007223942208462332	0.7296181630546955
GLYC	0.2961816305469556	0.9236326109391125	-0.3993808049535604	1.0	0.31475748194014447	-0.08152734778121776	0.7502579979360166	-0.762641898864809	-0.6883384932920537	0.8286893704850361	-0.7564499484004128	-0.7151702786377709	0.7791537667698658	0.37874097007223945	-0.739938080495356	0.1785345717234262
KEGG_CC	-0.6057791537667698	0.37874097007223945	0.5087719298245614	0.31475748194014447	1.0	-0.7213622291021672	0.8121775025799793	-0.6842105263157895	-0.8121775025799793	0.3023735810113519	-0.6202270381836945	-0.7543859649122807	0.737874097007224	-0.3890608875128999	-0.6594427244582043	0.9401444788441693
NefAC	0.8142414860681114	-0.06707946336429309	-0.7543859649122807	-0.08152734778121776	-0.7213622291021672	1.0	-0.5335397316821465	0.5913312693498453	0.5789473684210527	0.054695562435500514	0.6388028895768834	0.5830753353973168	-0.5521155830753354	0.7874097007223942	0.587203302373581	-0.8142414860681114
NefMES	-0.3395252837977296	0.8142414860681114	0.12693498452012383	0.7502579979360166	0.8121775025799793	-0.5335397316821465	1.0	-0.8968008255933952	-0.8885448916408669	0.737874097007224	-0.8410732714138287	-0.9587203302373581	0.9318885448916409	-0.023735810113519093	-0.8802889576883385	0.7192982456140351
NefNPC	0.2693498452012384	-0.7481940144478845	-0.04437564499484004	-0.762641898864809	-0.6842105263157895	0.5913312693498453	-0.8968008255933952	1.0	0.8968008255933952	-0.6945304437564499	0.9401444788441693	0.936016511867905	-0.9690402476780186	0.08771929824561403	0.9587203302373581	-0.5913312693498453
NefOPC	0.3106295149638803	-0.6099071207430341	-0.14551083591331268	-0.6883384932920537	-0.8121775025799793	0.5789473684210527	-0.8885448916408669	0.8968008255933952	1.0	-0.6181630546955624	0.8410732714138287	0.8286893704850361	-0.9504643962848297	0.17234262125902994	0.8988648090815273	-0.7358101135190919
OXPHOS	0.17234262125902994	0.8761609907120743	-0.5149638802889577	0.8286893704850361	0.3023735810113519	0.054695562435500514	0.737874097007224	-0.6945304437564499	-0.6181630546955624	1.0	-0.6202270381836945	-0.7151702786377709	0.7461300309597523	0.5603715170278638	-0.7296181630546955	0.12693498452012383
PD-L1	0.2714138286893705	-0.6924664602683178	-0.04231166150670795	-0.7564499484004128	-0.6202270381836945	0.6388028895768834	-0.8410732714138287	0.9401444788441693	0.8410732714138287	-0.6202270381836945	1.0	0.8823529411764706	-0.9091847265221878	0.14138286893704852	0.9566563467492261	-0.5294117647058824
VerCL	0.35810113519091846	-0.8101135190918473	-0.1042311661506708	-0.7151702786377709	-0.7543859649122807	0.5830753353973168	-0.9587203302373581	0.936016511867905	0.8286893704850361	-0.7151702786377709	0.8823529411764706	1.0	-0.9195046439628483	0.023735810113519093	0.8947368421052632	-0.6449948400412797
VerMES	-0.2672858617131063	0.7461300309597523	0.04643962848297214	0.7791537667698658	0.737874097007224	-0.5521155830753354	0.9318885448916409	-0.9690402476780186	-0.9504643962848297	0.7461300309597523	-0.9091847265221878	-0.9195046439628483	1.0	-0.06707946336429309	-0.9566563467492261	0.6470588235294118
VerNL	0.7688338493292054	0.45923632610939114	-0.9153766769865841	0.37874097007223945	-0.3890608875128999	0.7874097007223942	-0.023735810113519093	0.08771929824561403	0.17234262125902994	0.5603715170278638	0.14138286893704852	0.023735810113519093	-0.06707946336429309	1.0	0.08771929824561403	-0.6160990712074303
VerPN	0.31475748194014447	-0.6945304437564499	-0.007223942208462332	-0.739938080495356	-0.6594427244582043	0.587203302373581	-0.8802889576883385	0.9587203302373581	0.8988648090815273	-0.7296181630546955	0.9566563467492261	0.8947368421052632	-0.9566563467492261	0.08771929824561403	1.0	-0.56656346749226
WP_CC	-0.7523219814241486	0.21981424148606812	0.7296181630546955	0.1785345717234262	0.9401444788441693	-0.8142414860681114	0.7192982456140351	-0.5913312693498453	-0.7358101135190919	0.12693498452012383	-0.5294117647058824	-0.6449948400412797	0.6470588235294118	-0.6160990712074303	-0.56656346749226	1.0
