G1	G2	Consistency
NefMES	NefAC	0.1864956692656517
NefMES	NefOPC	0.15742669417836555
NefMES	NefNPC	0.2098477829500753
NefAC	NefOPC	0.02000536856241697
NefAC	NefNPC	0.08880762461346844
NefOPC	NefNPC	0.03619176932252621
